"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",18,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001885741,NA,NA,5.7,3.3,NA,0.06,NA,NA,0.66,NA,NA,NA,5.86,8.25,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",25,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00107521,NA,NA,3.85,0.61,NA,0.026,NA,NA,0.19,NA,NA,NA,0.92,1.67,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ligustrum japonicum","Oleaceae","EA",22,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001809557,NA,NA,5.8,3,0.0805,0.051,NA,NA,0.74,NA,NA,NA,5.26,9.34,3.34,NA,NA,1.89185,11.23185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",61,44.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014526724,NA,NA,7.1,1.45,NA,0.134,NA,NA,4.5,NA,NA,NA,19.66,53,28.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",40,17.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004417865,NA,NA,6.6,0.3,NA,0.067,NA,NA,1.73,NA,NA,NA,8.35,14.87,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",37,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002290221,NA,NA,5.98,2.13,NA,0.055,NA,NA,0.56,NA,NA,NA,4.97,7.18,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",30,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000855299,NA,NA,4.3,1.73,NA,0.031,NA,NA,0.21,NA,NA,NA,1.49,2.33,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Pinus densiflora","Pinaceae","EG",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81,NA,NA,0.348,NA,NA,17.34,NA,NA,NA,298.03,394.81,79.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Pinus thunbergii","Pinaceae","EG",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007542964,NA,NA,11.44,8.1,NA,0.142,NA,NA,4.44,NA,NA,NA,60.74,70.25,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Juniperus rigida","Cupressaceae","EG",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026302199,NA,NA,10.2,1.9,NA,0.181,NA,NA,9.06,NA,NA,NA,53.17,91.96,29.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Juniperus rigida","Cupressaceae","EG",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00430084,NA,NA,9.7,4.1,0.1237,0.085,NA,NA,1.26,NA,NA,NA,14.77,17.52,1.49,NA,NA,3.80061,21.32061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Rhododendron reticulatum","Ericaceae","DA",22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,NA,NA,0.02,NA,NA,0.04889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Rhododendron reticulatum","Ericaceae","DA",33,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,NA,NA,0.017,NA,NA,0.03054,NA,NA,NA,0.32994,0.47592,0.11544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Rhododendron reticulatum","Ericaceae","DA",33,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36,NA,NA,0.017,NA,NA,0.04144,NA,NA,NA,0.54199,0.87696,0.29353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Rhododendron reticulatum","Ericaceae","DA",22,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,0.013,NA,NA,0.02009,NA,NA,NA,0.34767,0.43094,0.06318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Rhododendron reticulatum","Ericaceae","DA",19,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA,0.013,NA,NA,0.02915,NA,NA,NA,0.2776,0.35682,0.05007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Rhododendron macrosepalum","Ericaceae","DA",24,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,NA,0.0332,0.022,NA,NA,0.07968,NA,NA,NA,0.52077,0.89538,0.29493,NA,NA,0.21652,1.1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Alnus pendula","Betulaceae","DA",NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,NA,0.02,NA,NA,0.03886,NA,NA,NA,0.43587,0.55894,0.08421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Lyonia ovalifolia","Ericaceae","DA",37,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0.0375,0.024,NA,NA,0.02097,NA,NA,NA,0.8387,1.02588,0.16621,NA,NA,0.27831,1.30419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Clethra barbinervis","Clethraceae","DA",39,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,NA,0.0397,0.03,NA,NA,0.06401,NA,NA,NA,1.26235,1.65073,0.32437,NA,NA,0.27234,1.92307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,NA,0.026,NA,NA,0.19441,NA,NA,NA,0.91779,1.67494,0.56274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",16,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,NA,NA,0.025,NA,NA,0.15882,NA,NA,NA,0.78832,1.32443,0.37729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",13,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,0.015,NA,NA,0.12812,NA,NA,NA,0.34765,0.69357,0.2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",16,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,NA,0.0274,0.014,NA,NA,0.09837,NA,NA,NA,0.25409,0.50092,0.14846,NA,NA,0.1215,0.62242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",12,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,0.0215,NA,NA,NA,0.03279,NA,NA,NA,0.09297,0.17717,0.05141,NA,NA,0.09035,0.26752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex pedunculosa","Aquifoliaceae","EA",8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0.006,NA,NA,0.04517,NA,NA,NA,0.09327,0.18117,0.04273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Pieris japonica","Ericaceae","EA",26,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,NA,NA,0.023,NA,NA,0.19458,NA,NA,NA,0.59289,1.01463,0.22716,NA,NA,0.29444,1.30907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Eurya japonica","Theaceae","EA",32,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,0.0572,0.025,NA,NA,0.21775,NA,NA,NA,0.93231,1.67111,0.52105,NA,NA,0.85348,2.52459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cleyera japonica","Theaceae","EA",48,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,NA,NA,0.024,NA,NA,0.06539,NA,NA,NA,0.73002,1.2366,0.44119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Ilex crenata","Aquifoliaceae","EA",11,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,0.015,NA,NA,0.08174,NA,NA,NA,0.3205,0.59269,0.19045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Vaccinium bracteatum","Ericaceae","EA",8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,NA,0.009,NA,NA,0.02553,NA,NA,NA,0.13535,0.26582,0.10494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,NA,0.01427,0.01105,NA,NA,0.03361,NA,NA,NA,NA,0.30187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,0.008,0.00698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,0.01478,0.01439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,NA,0.00479,0.00456,NA,NA,0.0102,NA,NA,NA,NA,0.0482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,NA,0.00605,0.00443,NA,NA,0.00635,NA,NA,NA,NA,0.06676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
