dataset,Country,Forest.type,Species,Family,a.lf,h.t,m.lf,m.st,m.rt,lf.sz,a.cs,h.c,a.cp,d.ba
Lusk2012,Chile,CTRF,Drimys winteri,Winteraceae,0.00198,0.064,0.000192,6.10E-05,0.000306,0.000247257,0.010104803,0.055893168,0.004958294,0.0029
Lusk2012,Chile,CTRF,Nothofagus nitida,Nothofagaceae,0.0023,0.206,0.000346,0.000436,0.000853,0.000109402,0.020939321,0.10995043,0.010596472,0.0033
Lusk2012,NZ,WTRF,Agathis australis,Araucariaceae,0.0012,0.11,0.00021,0.00026,0.00024,8.56E-05,0.010993623,0.061148304,0.004998235,0.0021
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00216,0.1,0.000101,0.000243,0.000125,0.00021573,0.011118184,0.079726142,0.003836094,0.0013
Lusk2012,Chile,WTRF,Lomatia hirsuta,Proteaceae,0.00315,0.07,0.000246,0.000183,0.000259,0.000449426,0.010429595,0.043154683,0.004562509,0.002
Lusk2012,NZ,WTRF,Agathis australis,Araucariaceae,0.00463,0.21,0.000605,0.000826,0.000965,0.000271995,0.031157096,0.089033287,0.011590125,0.00711
Lusk2012,Chile,WTRF,Persea lingue,Lauraceae,0.00154,0.197,0.000109,9.80E-05,1.70E-05,0.000768978,NA,0.018701854,0.007903136,0.0028
Lusk2012,Chile,WTRF,Persea lingue,Lauraceae,0.00165,0.131,6.70E-05,6.30E-05,7.80E-05,0.000549155,NA,0.029520886,0.003105656,0.0029
Lusk2012,NZ,WTRF,Agathis australis,Araucariaceae,0.00348,0.16,0.000354,0.000266,0.000186,0.000182868,0.027242184,0.10583381,0.008702599,0.00584
Lusk2012,Chile,WTRF,Podocarpus salignus,Podocarpaceae,0.00233,0.111,0.000116,0.000128,0.000122,0.000116309,0.029628542,0.099564599,0.008208351,0.0018
Lusk2012,Chile,CTRF,Drimys winteri,Winteraceae,0.00253,0.071,0.000302,0.000154,0.000222,0.00022962,0.016048172,0.06754597,0.009003395,0.0032
Lusk2012,NZ,WTRF,Knightia excelsa,Proteaceae,0.0033,0.098,0.000329,0.000123,0.000221,0.00029948,0.032217898,0.126529705,0.01089352,0.00559
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00227,0.137,0.000135,0.000113,0.000232,0.000174293,0.010972258,0.086266324,0.002939466,0.0016
Lusk2012,Chile,WTRF,Persea lingue,Lauraceae,0.00175,0.153,0.000127,9.90E-05,5.90E-05,0.000873244,NA,0.02398447,0.002000302,0.0029
Lusk2012,Chile,CTRF,Nothofagus nitida,Nothofagaceae,0.00173,0.145,0.000203,8.00E-05,7.90E-05,0.000156913,0.011633375,0.101795001,0.002666718,0.0034
Lusk2012,Chile,WTRF,Persea lingue,Lauraceae,0.00103,0.105,8.30E-05,5.80E-05,5.70E-05,0.000205511,0.003916638,0.048023063,0.001512486,0.0024
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00082,0.062,3.10E-05,2.20E-05,1.50E-05,6.29E-05,0.004668626,0.056447615,0.001193043,0.00152
Lusk2012,NZ,WTRF,Agathis australis,Araucariaceae,0.00068,0.053,0.00012,0.00012,3.00E-05,4.84E-05,0.004336902,0.033885551,0.002584118,0.0015
Lusk2012,Chile,CTRF,Nothofagus nitida,Nothofagaceae,0.00126,0.115,1.00E-04,5.00E-05,1.80E-05,0.000125665,0.007315596,0.059881831,0.00288112,8.00E-04
Lusk2012,Chile,WTRF,Podocarpus salignus,Podocarpaceae,0.00069,0.062,3.50E-05,2.80E-05,3.40E-05,7.65E-05,0.00914104,0.062600978,0.004377878,0.0012
Lusk2012,NZ,WTRF,Agathis australis,Araucariaceae,0.00129,0.08,0.00015,0.00014,0.00014,8.58E-05,0.009757799,0.051763468,0.003880775,0.0016
Lusk2012,Chile,WTRF,Persea lingue,Lauraceae,0.00131,0.141,5.80E-05,0.000107,8.80E-05,0.000652952,NA,0.030577402,0.004138941,0.0032
Lusk2012,Chile,CTRF,Nothofagus dombeyi,Nothofagaceae,0.00143,0.165,4.30E-05,8.00E-05,7.30E-05,9.50E-05,0.007801049,0.083184436,0.001789745,0.0012
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00107,0.058,3.60E-05,1.60E-05,3.40E-05,6.27E-05,0.006457124,0.06758822,0.001506326,8.00E-04
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00076,0.064,2.60E-05,2.22E-05,3.10E-05,4.21E-05,0.004524923,0.061147721,0.000708319,5.00E-04
Lusk2012,Chile,WTRF,Podocarpus salignus,Podocarpaceae,0.0012,0.071,7.70E-05,4.00E-05,9.60E-05,7.47E-05,0.013967014,0.059037368,0.00648325,0.0014
Lusk2012,NZ,WTRF,Agathis australis,Araucariaceae,0.00112,0.08,0.00013,0.00011,0.00015,9.29E-05,0.009051916,0.060279827,0.004102854,0.00457
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00086,0.061,2.60E-05,6.00E-05,3.10E-05,5.35E-05,0.004398262,0.048300477,0.001330148,0.00152
Lusk2012,Chile,CTRF,Podocarpus nubigena,Podocarpaceae,0.00055,0.075,5.00E-05,5.20E-05,4.00E-05,1.56E-05,0.00733289,0.074555906,0.001450752,0.0012
Lusk2012,Chile,CTRF,Nothofagus nitida,Nothofagaceae,0.00051,0.069,4.40E-05,2.20E-05,3.10E-05,7.23E-05,0.002382597,0.030168226,0.000871171,8.00E-04
Lusk2012,Chile,CTRF,Amomyrtus luma,Myrtaceae,0.00056,0.048,2.80E-05,3.20E-05,2.40E-05,3.97E-05,0.003464283,0.046740256,0.00079774,7.00E-04
Lusk2012,NZ,WTRF,Knightia excelsa,Proteaceae,0.067639,0.621,0.00515,0.00372,NA,0.001675151,0.550576769,0.647954654,0.10081316,0.0074
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00581,0.16,0.00095,7.00E-04,0.00056,0.000112573,0.063238641,0.127208667,0.02494256,0.0028
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00776,0.245,0.00101,0.00078,0.00068,0.000139379,0.088557066,0.209564417,0.023050081,0.0025
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00055,0.06,7.00E-05,2.80E-05,5.00E-05,4.94E-05,0.005458984,0.028134622,0.002239406,0.0011
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.01401,0.302,0.00235,0.00239,0.00139,0.000123426,0.178124023,0.292653493,0.045283005,0.00389
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00455,0.129,0.00049,0.00021,0.00024,0.000124599,0.043079381,0.143171392,0.01296676,0.0018
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00247,0.08,0.00033,0.000148,0.00025,0.000173928,0.020581421,0.077255087,0.008831502,0.0018
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.02449,0.34,0.00353,0.00508,0.00377,0.000178662,0.243488994,0.335691213,0.061417045,0.0067
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00791,0.257,8.00E-04,0.00057,0.00045,0.000189923,0.096268503,0.23463161,0.022265858,0.0024
Lusk2012,Chile,CTRF,Podocarpus nubigena,Podocarpaceae,0.00018,0.05,9.00E-06,4.00E-06,2.10E-05,7.37E-06,0.003083823,0.051631415,0.000613646,0.001
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00046,0.073,4.00E-05,2.30E-05,5.00E-05,2.66E-05,0.005228688,0.036781882,0.002650224,0.0011
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00047,0.067,7.00E-05,3.90E-05,1.00E-04,4.19E-05,0.00595553,0.044382406,0.00234797,0.0011
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00116,0.085,0.00014,6.30E-05,6.00E-05,7.59E-05,0.013933739,0.071769838,0.004960113,0.0012
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00331,0.125,0.00041,0.00018,0.00028,0.000141103,0.036052191,0.121820393,0.011747558,0.0018
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00793,0.19,0.00082,0.00093,0.00076,0.000215794,0.072010563,0.175411639,0.02491412,0.003
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00408,0.138,0.00048,0.00037,0.00046,0.000285415,0.04093775,0.127728537,0.012554668,0.0026
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00164,0.113,0.00024,0.000196,0.00035,0.00020029,0.015371214,0.075439241,0.00661834,0.0022
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00096,0.084,9.00E-05,5.10E-05,9.00E-05,4.94E-05,0.008852175,0.053952318,0.003312756,0.0012
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00072,0.053,7.00E-05,2.90E-05,8.00E-05,8.76E-05,0.00616486,0.044404493,0.003589844,0.0011
Lusk2012,NZ,WTRF,Phyllocladus trichomanoides,Podocarpaceae,0.00057,0.078,8.00E-05,7.10E-05,8.00E-05,3.46E-05,0.004906484,0.036769862,0.002921933,0.0014
Lusk2012,NZ,WTRF,Knightia excelsa,Proteaceae,0.086083,0.675,0.00647,0.00429,NA,0.001020114,0.510861254,0.670423524,0.077593823,0.0069
Lusk2012,Chile,WTRF,Podocarpus salignus,Podocarpaceae,0.01188,0.212,0.000933,0.00083,0.000746,0.000464501,0.115656774,0.172098829,0.046944446,0.0033
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00025,0.064,2.40E-05,2.50E-05,2.40E-05,9.10E-06,0.003225098,0.034751974,0.000863831,0.0011
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00051,0.098,5.10E-05,3.00E-05,9.30E-05,8.52E-06,0.007563863,0.077073052,0.0012926,0.0015
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00246,0.184,0.00028,0.00025,0.000442,1.64E-05,0.025060683,0.15677661,0.004351377,0.00559
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00131,0.103,0.000133,3.40E-05,0.000172,1.98E-05,0.011691508,0.085280018,0.002287022,0.0012
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00191,0.165,0.000188,0.000607,0.001056,2.06E-05,0.028167023,0.144672863,0.008262766,0.00533
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00117,0.156,0.000134,7.00E-05,0.000184,1.77E-05,0.017250637,0.1520221,0.001883868,0.0015
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00315,0.187,0.000284,0.00025,0.000585,2.23E-05,0.043605979,0.157402737,0.01510888,0.0019
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00635,0.303,0.000965,0.000714,0.000864,1.30E-05,0.082513652,0.279696421,0.020545426,0.0032
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,5.00E-04,0.074,4.40E-05,3.20E-05,6.00E-05,1.48E-05,0.005822699,0.056427238,0.00140957,0.0016
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00569,0.282,0.000818,0.000438,0.00044,2.21E-05,0.077828186,0.256882836,0.018977903,0.0028
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00367,0.173,0.000569,0.000235,0.000361,1.36E-05,0.036189368,0.159563346,0.012406753,0.0032
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00158,0.195,0.000187,0.000262,0.000372,1.93E-05,0.017224262,0.108751869,0.004033833,0.00483
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00166,0.105,0.000158,3.60E-05,0.000279,1.97E-05,0.01579257,0.102228197,0.003382213,0.00431
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00054,0.06,0.000118,6.50E-05,5.50E-05,1.28E-05,0.008709089,0.086416239,0.001544661,0.0012
Lusk2012,Chile,CTRF,Saxegothaea conspicua,Podocarpaceae,0.00212,0.195,0.000277,0.000275,0.000604,1.74E-05,0.026973637,0.137578433,0.007807833,0.0023
Lusk2012,Chile,CTRF,Nothofagus nitida,Nothofagaceae,0.01087,0.3,0.001358,0.000704,0.00083,0.000150931,0.07643001,0.291210616,0.01627146,0.003
Lusk2012,Chile,WTRF,Podocarpus salignus,Podocarpaceae,0.00619,0.158,0.000643,0.000372,0.000538,0.000177536,0.025365746,0.077004045,0.010308159,0.00254
Lusk2012,Chile,CTRF,Nothofagus dombeyi,Nothofagaceae,0.00369,0.293,0.000389,0.000385,0.00037,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00223,0.133,9.00E-05,7.00E-05,6.00E-05,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00295,0.252,0.00011,7.00E-05,9.00E-05,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00295,0.147,0.00011,7.00E-05,8.00E-05,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00263,0.148,1.00E-04,6.00E-05,5.00E-05,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.0061,0.272,0.00031,0.00027,0.00024,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00937,0.223,0.00039,0.00024,0.00032,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00591,0.295,0.00033,0.00062,0.00042,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.00355,0.27,0.00019,0.00042,0.00021,NA,NA,NA,NA,NA
Lusk2012,NZ,WTRF,Nothofagus truncata,Nothofagaceae,0.01585,0.325,0.00085,0.00185,0.00122,NA,NA,NA,NA,NA
Lusk2012,Chile,CTRF,Nothofagus dombeyi,Nothofagaceae,0.00073,0.134,4.50E-05,5.20E-05,3.60E-05,NA,NA,NA,NA,NA
