"spdataset","dataset","species","age","dbh","sapbh","sapcb","h_t","h_c","cw","m_lf","a_lf","wbr","m_st","a_cs","SAcon","Vell","sp","authorname","reference","country","remark","a_cp","a_st","a_ss_dbh","a_ss_crownbase"
"Brown-LAOC","Brown","LAOC",13,2.286,NA,NA,3.44424,2.34696,1.0668,0.12800592,NA,0.13299552,NA,6.63985002887627,4.92698577971746,1.39852528972777,"Larix occidentalis","Nutt.","Brown 1978","USA","",0.893831993127986,0.000410433058068973,NA,NA
"Brown-LAOC","Brown","LAOC",8,4.064,NA,NA,3.6576,3.10896,1.58496,0.5860512,NA,1.2387816,NA,13.2656656798271,9.9607208710131,4.08931315249655,"Larix occidentalis","Nutt.","Brown 1978","USA","",1.97299731381067,0.00129717114648959,NA,NA
"Brown-LAOC","Brown","LAOC",12,4.318,NA,NA,5.4864,4.99872,1.70688,0.5701752,NA,1.06509816,NA,22.0060529078185,15.8845140854359,7.62541373557542,"Larix occidentalis","Nutt.","Brown 1978","USA","",2.28820990240764,0.00146438461459177,NA,NA
"Brown-LAOC","Brown","LAOC",16,4.826,NA,NA,4.14528,3.59664,1.2192,0.7139664,NA,1.6379496,NA,11.3034135867666,8.15366907995265,2.7992745793862,"Larix occidentalis","Nutt.","Brown 1978","USA","",1.16745403184063,0.00182921399954197,NA,NA
"Brown-LAOC","Brown","LAOC",52,11.938,NA,NA,13.89888,7.25424,2.07264,1.50822,NA,3.4482672,NA,38.3191297039657,27.2313159022602,16.3169240779103,"Larix occidentalis","Nutt.","Brown 1978","USA","",3.37394215201943,0.0111931682132637,NA,NA
"Brown-LAOC","Brown","LAOC",55,16.764,NA,NA,15.27048,8.77824,2.83464,2.9592864,NA,7.5714912,NA,63.9142563187486,45.9033691088057,36.9319207684748,"Larix occidentalis","Nutt.","Brown 1978","USA","",6.31081870086853,0.022072177789487,NA,NA
"Brown-PIAL","Brown","PIAL",26,0.508,NA,NA,1.46304,1.28016,0.48768,0.14701176,NA,0.14601384,NA,1.62510799549894,1.18508531145855,0.159416315029451,"Pinus albicaulis","Engelm.","Brown 1978","USA","",0.186792645094502,2.02682991638999e-05,NA,NA
"Brown-PIAL","Brown","PIAL",45,3.302,NA,NA,2.4384,1.6764,0.82296,0.41100696,NA,0.47700576,NA,3.69471909662225,2.76333431785862,0.594475181464458,"Pinus albicaulis","Engelm.","Brown 1978","USA","",0.531921243257389,0.000856335639674771,NA,NA
"Brown-PIAL","Brown","PIAL",39,3.81,NA,NA,2.98704,2.7432,0.82296,0.5651856,NA,0.65699424,NA,5.77041385372752,4.11773504353963,0.972777569669113,"Pinus albicaulis","Engelm.","Brown 1978","USA","",0.531921243257389,0.00114009182796937,NA,NA
"Brown-PIAL","Brown","PIAL",25,1.016,NA,NA,1.61544,1.40208,0.3048,0.06400296,NA,0.0560196,NA,1.07551040957851,0.748205837826059,0.0682026645401299,"Pinus albicaulis","Engelm.","Brown 1978","USA","",0.0729658769900397,8.10731966555997e-05,NA,NA
