"dataset","location","latitude","longitude","vegetation","map","mat","species","family","pft","age","h.t","h.c","d.ba","d.cr","c.d","growingCondition","status","light"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",27,1.7,0.45,0.0256,1.52,1.25,"FW",0,"3.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",35,2.56,1.28,0.0444,1.72,1.28,"FW",0,"7.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.89,0.496,0.0289,1.96,1.394,"FW",0,"4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.02,0.2,0.0168,1.1175,0.82,"FW",0,"10.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",23,0.95,0.21,0.0168,1.095,0.74,"FW",0,"10.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",19,0.84,0.14,0.01255,0.785,0.7,"FW",0,"10.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",20,1.47,0.31,0.0231,1.63,1.16,"FW",0,"15.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",22,0.58,0.14,0.0101,0.655,0.44,"FW",0,"3.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.55,0.33,0.0255,1.195,1.22,"FW",0,"13.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.66,0.32,0.0234,1.31,1.34,"FW",0,"4.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",41,4.02,1.02,0.06225,2.29,3,"FW",0,"11.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",46,3.46,1.76,0.052,2.36,1.7,"FW",0,"4.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",46,2.52,0.37,0.05445,2.495,2.15,"FW",0,"9.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",26,1.35,0.27,0.0236,1.165,1.08,"FW",0,"9.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",24,0.445,0.175,0.0089,0.405,0.27,"FW",0,"3.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.64,0.11,0.0093,0.645,0.53,"FW",0,"6.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",15,0.675,0.175,0.013,0.695,0.5,"FW",0,"6.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",52,1.6,0.21,0.0369,1.805,1.39,"FW",0,"7.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.26,0.1,0.0183,1.075,1.16,"FW",0,"11.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",21,0.73,0.19,0.01055,0.55,0.54,"FW",0,"12.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",18,0.58,0.04,0.0083,0.525,0.54,"FW",0,"5.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.71,0.345,0.0106,0.57,0.365,"FW",0,"4.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",17,0.325,0,0.0058,0.305,0.325,"FW",0,"4.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",53,3.05,0.73,0.0485,2.155,2.32,"FW",0,"10.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",20,0.65,0.14,0.01245,0.7,0.51,"FW",0,"10.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",15,1.12,0.295,0.0177,0.8,0.825,"FW",0,"28.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",22,0.975,0.18,0.02235,0.985,0.795,"FW",0,"20.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",20,1.035,0.2,0.01675,0.905,0.835,"FW",0,"20.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.19,1.19,0.0156,NA,NA,"FW",0,"lumire biais_e"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.62,0.36,0.0126,0.52,0.26,"FW",0,"lumire biais_e"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.96,2.19,0.042016905,2.16,0.77,"FW",0,"4.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",34,0.98,0.59,0.013687325,0.61,0.39,"FW",0,"2.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",30,3.16,2.5,0.0359,1.29,0.66,"FW",0,"4.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",33,3.2,2.76,0.036605637,1.55,0.44,"FW",0,"2.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,3.24,2.34,0.037242257,1.405,0.9,"FW",0,"2.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",50,1.89,1.14,0.026419721,1.395,0.75,"FW",0,"3.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",34,1.1,0.45,0.018143664,1.115,0.65,"FW",0,"2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.15,0.65,0.021326762,0.49,0.5,"FW",0,"45.75"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",10,0.5,0.325,0.010504226,0.135,0.175,"FW",0,"40.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.23,0.63,0.021008452,0.44,0.6,"FW",0,"34.7"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.6,0.3,0.010822536,0.25,0.3,"FW",0,"25.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",22,3.08,1.1,0.0492,1.23,1.98,"FW",0,"58.55"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",15,1.12,0.54,0.021008452,0.565,0.58,"FW",0,"45.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.85,0.6,0.04135,1.315,2.25,"FW",0,"27.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.16,0.4,0.01945,0.555,0.76,"FW",0,"17"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.795,0.575,0.02595,0.87,1.22,"FW",0,"15.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.48,0.12,0.009549297,0.18,0.36,"FW",0,"29"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.7,0.23,0.023236622,0.305,0.47,"FW",0,"38"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.68,0.65,0.0285,0.765,1.03,"FW",0,"43.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.14,0.75,0.0132,0.64,0.39,"FW",0,"3.95"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.76,0.16,0.012732395,0.505,0.6,"FW",0,"4.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.62,0.11,0.016870424,0.375,0.51,"FW",0,"1.85"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.05,0.7,0.01235,0.56,0.35,"FW",0,"1.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.56,0.05,0.016552114,0.41,0.51,"FW",0,"4.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.41,0.04,0.013687325,0.36,0.37,"FW",0,"2.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.595,0.305,0.00695,0.35,0.29,"FW",0,"5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.145,0.085,0.025464791,0.825,1.06,"FW",0,"17.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.93,0.73,0.03485,1.315,1.2,"FW",0,"11.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.81,0.41,0.01205,0.73,0.4,"FW",0,"15.6"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.45,0.14,0.015597184,0.305,0.31,"FW",0,"15.05"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.42,0.7,0.03705,1.045,1.72,"FW",0,"17.2"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",13,3.11,0.73,0.0405,1.24,2.38,"FW",0,"10.9"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.85,0.32,0.015915494,0.57,0.53,"FW",0,"14.25"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.12,0.51,0.024828171,0.485,0.61,"FW",0,"48.5"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",23,1.73,0.72,0.0303,0.62,1.01,"FW",0,"70.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",15,1.6,0.82,0.02915,0.68,0.78,"FW",0,"78.25"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.76,0.69,0.03065,0.74,1.07,"FW",0,"74.8"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.78,0.44,0.012732395,0.38,0.34,"FW",0,"41.15"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",19,1.92,0.75,0.0334,0.92,1.17,"FW",0,"52.65"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.63,1.04,0.0372,1.115,1.59,"FW",0,"60.85"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",17,1.44,0.6,0.0336,0.56,0.84,"FW",0,"57.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,1.28,0.64,0.020690143,0.48,0.64,"FW",0,"49.3"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",17,0.945,0.425,0.01525,0.47,0.52,"FW",0,"74.85"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",17,0.68,0.28,0.017507044,0.335,0.4,"FW",0,"36"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.46,0.3,0.00965,0.27,0.16,"FW",0,"39.25"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.57,0.33,0.0101,0.285,0.24,"FW",0,"27.35"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.4,0.17,0.005092958,0.16,0.23,"FW",0,"15.05"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,0.6,0.24,0.010185916,0.26,0.36,"FW",0,"23"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.6,0.67,0.04235,1.165,1.93,"FW",0,"47.05"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.11,0.88,0.03965,0.995,1.23,"FW",0,"53.25"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.42,1,0.0348,0.99,1.42,"FW",0,"22.45"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.69,0.81,0.04555,1.215,1.88,"FW",0,"32.45"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",17,2.62,1.03,0.04935,1.075,1.59,"FW",0,"76.25"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.54,1.11,0.0409,0.98,1.43,"FW",0,"59.1"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",17,2,0.72,0.0386,1.24,1.28,"FW",0,"29.45"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",21,2.81,0.75,0.04505,1.29,2.06,"FW",0,"20.4"
"Claveau2002","Duparquet Lake",48,-79,"BorF",857,0.8,"Abies balsamea","Pinaceae","EG",NA,2.29,0.93,0.0357,0.835,1.36,"FW",0,"64.95"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",12,0.45,0.05,0.00674,0.395,0.4,"FW",0,"44.3"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",49,1.54,0.96,0.02552,0.99,0.58,"FW",0,"20.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.14,0.97,NA,1.76,2.17,"FW",0,"34.1"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,2.55,0.73,NA,1.54,1.82,"FW",0,"32.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,4.76,1.6,NA,2.065,3.16,"FW",0,"63"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",46,1.29,0.79,0.02337,0.995,0.5,"FW",0,"13"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",58,2,1,0.0316,1.6,1,"FW",0,"7.4"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,2.35,1.06,NA,1.625,1.29,"FW",0,"53.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",20,2.27,0.12,0.036,1.295,2.15,"FW",0,"50.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,0.57,0.57,NA,0.365,NA,"FW",0,"29"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",16,1.06,0.03,NA,0.585,1.03,"FW",0,"47"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.97,0.04,NA,1.585,3.93,"FW",0,"60"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,0.63,0.63,NA,0.495,NA,"FW",0,"35.9"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",15,0.51,0.185,0.0093,0.4,0.325,"FW",0,"28.6"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",17,0.37,0.065,0.00624,0.275,0.305,"FW",0,"25.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",50,2.02,1.12,0.03035,1.585,0.9,"FW",0,"10.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,2.33,1.74,NA,1.11,0.59,"FW",0,"5.1"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,0.31,0.31,NA,0.355,NA,"FW",0,"3.8"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",22,0.43,0.27,0.0076,0.365,0.16,"FW",0,"7.1"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",52,2.03,1.63,0.02604,1.275,0.4,"FW",0,"7.5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.13,1.96,NA,1.835,1.17,"FW",0,"9.7"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",26,1.24,0.91,0.01195,0.61,0.33,"FW",0,"12.1"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.17,1.7,NA,2.08,1.47,"FW",0,"16.4"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.05,1.8,NA,1.75,1.25,"FW",0,"11.4"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,1.81,1.17,NA,1.465,0.64,"FW",0,"2.9"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",58,1.43,0.85,0.02033,0.96,0.58,"FW",0,"2.7"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,1.26,1.26,NA,1.34,NA,"FW",0,"1.6"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,2.2,0.71,NA,1.315,1.49,"FW",0,"14.2"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.63,1.65,NA,2.735,1.98,"FW",0,"6.4"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,3.7,1.57,NA,1.83,2.13,"FW",0,"11.2"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",55,0.81,0.36,0.0157,0.78,0.45,"FW",0,"5.3"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",96,1.29,0.53,0.03385,1.525,0.76,"FW",0,"5"
"Claveau2002","Gavin Lake",52,-121,"BorF",722,4.2,"Abies lasiocarpa","Pinaceae","EG",NA,1.55,1.09,NA,1.74,0.46,"FW",0,"4.5"
