d.order,g.epi,Engler.Family,APG.Family,TreeID,StemID,MultStem,DE,CB,D0,D0.2,DBH,DBH.2,DL,DL.2,D10,H,H.2,HL,CrwnA,CrwnW,BrL,BrL.2,WS,WB,WBc,WBo,WOSB,WSB,WBL,WL,WLc,WLo,WF,WR,WA,Age,LA,LAc,LAo,V,Lat,Long,Country,Prefecture,Site,Stand,Domi.sp,Dens,Stand.age,Alt,Forest.type,Year,Month,Day,Collector,Ref,Ref.T.E,Ref.A.E,Ref.Y,Ref.J.E,Ref.V,Ref.P,Note.E
1860,Eurya japonica,Theaceae,Ternstroemiaceae,4,4,,E,B,NA,NA,2.4,NA,NA,NA,NA,3.39,NA,NA,NA,NA,NA,NA,0.719,0.149,NA,NA,NA,0.868,NA,0.096,NA,NA,0,NA,0.964,,1.2257,NA,NA,0.001413,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1861,Viburnum dilatatum,Caprifoliaceae,Adoxaceae,5,5,,D,B,NA,NA,1.4,NA,NA,NA,NA,3.59,NA,NA,NA,NA,NA,NA,0.269,0.036,NA,NA,NA,0.305,NA,0.039,NA,NA,0,NA,0.344,,0.9009,NA,NA,0.000431,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1862,Eurya japonica,Theaceae,Ternstroemiaceae,7,7,,E,B,NA,NA,2.2,NA,NA,NA,NA,3.14,NA,NA,NA,NA,NA,NA,0.494,0.238,NA,NA,NA,0.732,NA,0.152,NA,NA,0,NA,0.884,,2.1324,NA,NA,0.001068,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1863,Eurya japonica,Theaceae,Ternstroemiaceae,8,8,,E,B,NA,NA,2.7,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,1.012,0.358,NA,NA,NA,1.37,NA,0.122,NA,NA,0,NA,1.492,,1.6082,NA,NA,0.00173,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1864,Viburnum dilatatum,Caprifoliaceae,Adoxaceae,9,9,,D,B,NA,NA,2,NA,NA,NA,NA,3.88,NA,NA,NA,NA,NA,NA,0.404,0.02,NA,NA,NA,0.424,NA,0.011,NA,NA,0,NA,0.435,,0.263,NA,NA,0.000703,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1865,Viburnum dilatatum,Caprifoliaceae,Adoxaceae,10,10,,D,B,NA,NA,1,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,0.159,0.007,NA,NA,NA,0.166,NA,0.032,NA,NA,0,NA,0.198,,0.1971,NA,NA,0.000241,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1866,Viburnum dilatatum,Caprifoliaceae,Adoxaceae,11,11,,D,B,NA,NA,0.6,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,0.026,0.003,NA,NA,NA,0.029,NA,0.004,NA,NA,0,NA,0.033,,0.1183,NA,NA,6.80E-05,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1867,Quercus glauca,Fagaceae,Fagaceae,12,12,,E,B,NA,NA,2.2,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,0.479,0.307,NA,NA,NA,0.786,NA,0.196,NA,NA,0,NA,0.982,,2.3186,NA,NA,0.000881,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1868,Vaccinium bracteatum,Ericaceae,Ericaceae,13,13,,E,B,NA,NA,1.2,NA,NA,NA,NA,2.46,NA,NA,NA,NA,NA,NA,0.106,0.032,NA,NA,NA,0.138,NA,0.034,NA,NA,0,NA,0.172,,0.5266,NA,NA,0.000256,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1869,Lyonia ovalifolia,Ericaceae,Ericaceae,258,258,,D,B,NA,NA,0.5,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,0.563,0.004,NA,NA,NA,0.567,NA,0.009,NA,NA,0,NA,0.576,,0.2823,NA,NA,0.000864,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1870,Eurya japonica,Theaceae,Ternstroemiaceae,259,259,,E,B,NA,NA,3.6,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,1.553,0.911,NA,NA,NA,2.464,NA,0.538,NA,NA,0.001,NA,3.003,,4.1148,NA,NA,0.002663,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1871,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,225,225,,E,B,NA,NA,8.7,NA,NA,NA,NA,7.21,NA,NA,NA,NA,NA,NA,9.242,2.28,NA,NA,NA,11.522,NA,1.001,NA,NA,0.055,NA,12.578,,11.7519,NA,NA,0.018894,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1872,Quercus variabilis,Fagaceae,Fagaceae,260,260,,D,B,NA,NA,7.7,NA,NA,NA,NA,9.12,NA,NA,NA,NA,NA,NA,12.977,1.056,NA,NA,NA,14.033,NA,0.235,NA,NA,0,NA,14.268,,3.2258,NA,NA,0.024831,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1873,Quercus serrata,Fagaceae,Fagaceae,222,222,,D,B,NA,NA,17.3,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,122.787,64.247,NA,NA,NA,187.034,NA,6.421,NA,NA,0.25,NA,193.705,,194.0873,NA,NA,0.181645,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1874,Quercus serrata,Fagaceae,Fagaceae,226,226,,D,B,NA,NA,8.2,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,19.194,1.487,NA,NA,NA,20.681,NA,0.392,NA,NA,0.001,NA,21.074,,6.4983,NA,NA,0.033047,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1875,Quercus variabilis,Fagaceae,Fagaceae,266,266,,D,B,NA,NA,18.5,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,137.469,32.358,NA,NA,NA,169.827,NA,6.247,NA,NA,0.004,NA,176.078,,55.0802,NA,NA,0.201137,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1876,Vaccinium bracteatum,Ericaceae,Ericaceae,14,14,,E,B,NA,NA,2.8,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA,NA,0.936,0.587,NA,NA,NA,1.523,NA,0.218,NA,NA,0,NA,1.741,,3.2433,NA,NA,0.001743,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1877,Vaccinium bracteatum,Ericaceae,Ericaceae,15,15,,E,B,NA,NA,2.1,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,0.694,0.115,NA,NA,NA,0.809,NA,0.089,NA,NA,0,NA,0.898,,1.3495,NA,NA,0.001136,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1878,Quercus glauca,Fagaceae,Fagaceae,16,16,,E,B,NA,NA,0.7,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,NA,0.084,0.012,NA,NA,NA,0.096,NA,0.027,NA,NA,0,NA,0.123,,0.2883,NA,NA,0.000121,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1879,Eurya japonica,Theaceae,Ternstroemiaceae,17,17,,E,B,NA,NA,2.3,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA,NA,0.71,0.07,NA,NA,NA,0.78,NA,0.072,NA,NA,0,NA,0.852,,0.7213,NA,NA,0.001417,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1880,Eurya japonica,Theaceae,Ternstroemiaceae,18,18,,E,B,NA,NA,1.1,NA,NA,NA,NA,2.11,NA,NA,NA,NA,NA,NA,0.14,0.033,NA,NA,NA,0.173,NA,0.041,NA,NA,0,NA,0.214,,0.4188,NA,NA,0.000266,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1881,Eurya japonica,Theaceae,Ternstroemiaceae,19,19,,E,B,NA,NA,1.4,NA,NA,NA,NA,2.77,NA,NA,NA,NA,NA,NA,0.197,0.055,NA,NA,NA,0.252,NA,0.052,NA,NA,0,NA,0.304,,0.5782,NA,NA,0.000374,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1882,Eurya japonica,Theaceae,Ternstroemiaceae,20,20,,E,B,NA,NA,1.5,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,0.256,0.08,NA,NA,NA,0.336,NA,0.062,NA,NA,0,NA,0.398,,0.8566,NA,NA,0.000499,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1883,Eurya japonica,Theaceae,Ternstroemiaceae,21,21,,E,B,NA,NA,2.2,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,0.545,0.18,NA,NA,NA,0.725,NA,0.117,NA,NA,0,NA,0.842,,1.3321,NA,NA,0.000926,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1884,Eurya japonica,Theaceae,Ternstroemiaceae,22,22,,E,B,NA,NA,3.1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1.465,0.115,NA,NA,NA,1.58,NA,0.056,NA,NA,0,NA,1.636,,0.7073,NA,NA,0.002561,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1885,Vaccinium bracteatum,Ericaceae,Ericaceae,23,23,,E,B,NA,NA,3,NA,NA,NA,NA,3.59,NA,NA,NA,NA,NA,NA,1.048,0.063,NA,NA,NA,1.111,NA,0.025,NA,NA,0,NA,1.136,,0.499,NA,NA,0.001968,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1886,Eurya japonica,Theaceae,Ternstroemiaceae,24,24,,E,B,NA,NA,3.6,NA,NA,NA,NA,3.78,NA,NA,NA,NA,NA,NA,1.382,0.752,NA,NA,NA,2.134,NA,0.182,NA,NA,0,NA,2.316,,2.4197,NA,NA,0.003253,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1887,Eurya japonica,Theaceae,Ternstroemiaceae,25,25,,E,B,NA,NA,0.9,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,0.165,0.112,NA,NA,NA,0.277,NA,0.038,NA,NA,0,NA,0.315,,0.4837,NA,NA,0.000301,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1888,Eurya japonica,Theaceae,Ternstroemiaceae,26,26,,E,B,NA,NA,3.5,NA,NA,NA,NA,4.52,NA,NA,NA,NA,NA,NA,1.66,0.136,NA,NA,NA,1.796,NA,0.031,NA,NA,0,NA,1.827,,0.3863,NA,NA,0.003123,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1889,Toxicodendron trichocarpum,Anacardiaceae,Anacardiaceae,27,27,,D,B,NA,NA,3.5,NA,NA,NA,NA,6.02,NA,NA,NA,NA,NA,NA,1.825,0.003,NA,NA,NA,1.828,NA,0.017,NA,NA,0,NA,1.845,,0.5786,NA,NA,0.004049,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1890,Eurya japonica,Theaceae,Ternstroemiaceae,28,28,,E,B,NA,NA,0.1,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,0.097,0.015,NA,NA,NA,0.112,NA,0.003,NA,NA,0,NA,0.115,,0.0413,NA,NA,0.000134,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1891,Eurya japonica,Theaceae,Ternstroemiaceae,29,29,,E,B,NA,NA,3.6,NA,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA,1.94,0.398,NA,NA,NA,2.338,NA,0.172,NA,NA,0.006,NA,2.516,,2.0862,NA,NA,0.003667,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1892,Eurya japonica,Theaceae,Ternstroemiaceae,30,30,,E,B,NA,NA,1.8,NA,NA,NA,NA,3.73,NA,NA,NA,NA,NA,NA,0.455,0.034,NA,NA,NA,0.489,NA,0.007,NA,NA,0,NA,0.496,,0.0986,NA,NA,0.000833,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1893,Eurya japonica,Theaceae,Ternstroemiaceae,255,255,,E,B,NA,NA,4.8,NA,NA,NA,NA,5.87,NA,NA,NA,NA,NA,NA,4.152,0.899,NA,NA,NA,5.051,NA,0.431,NA,NA,0.006,NA,5.488,,4.4796,NA,NA,0.007655,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1894,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,256,256,,E,B,NA,NA,6.8,NA,NA,NA,NA,7.37,NA,NA,NA,NA,NA,NA,7.135,1.033,NA,NA,NA,8.168,NA,0.549,NA,NA,0.1,NA,8.817,,5.9672,NA,NA,0.012281,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1895,Eurya japonica,Theaceae,Ternstroemiaceae,257,257,,E,B,NA,NA,4.1,NA,NA,NA,NA,5.08,NA,NA,NA,NA,NA,NA,2.796,0.542,NA,NA,NA,3.338,NA,0.272,NA,NA,0,NA,3.61,,2.7819,NA,NA,0.00464,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1896,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,267,267,,E,B,NA,NA,7.4,NA,NA,NA,NA,7.12,NA,NA,NA,NA,NA,NA,10.047,2.206,NA,NA,NA,12.253,NA,0.483,NA,NA,0.013,NA,12.749,,4.2213,NA,NA,0.016791,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1897,Eurya japonica,Theaceae,Ternstroemiaceae,272,272,,E,B,NA,NA,4.2,NA,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,2.809,0.985,NA,NA,NA,3.794,NA,0.315,NA,NA,0.014,NA,4.123,,3.372,NA,NA,0.005043,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1898,Quercus variabilis,Fagaceae,Fagaceae,254,254,,D,B,NA,NA,14,NA,NA,NA,NA,15.76,NA,NA,NA,NA,NA,NA,79.688,9.8,NA,NA,NA,89.488,NA,1.59,NA,NA,0,NA,91.078,,14.4261,NA,NA,0.042808,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1899,Eurya japonica,Theaceae,Ternstroemiaceae,31,31,,E,B,NA,NA,1,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,0.17,0.07,NA,NA,NA,0.24,NA,0.033,NA,NA,0.001,NA,0.274,,0.1773,NA,NA,0.000293,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1900,Eurya japonica,Theaceae,Ternstroemiaceae,32,32,,E,B,NA,NA,1.9,NA,NA,NA,NA,3.47,NA,NA,NA,NA,NA,NA,0.463,0.116,NA,NA,NA,0.579,NA,0.053,NA,NA,0,NA,0.632,,0.5485,NA,NA,0.000887,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
1901,Eurya japonica,Theaceae,Ternstroemiaceae,33,33,,E,B,NA,NA,0.7,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,0.156,0.018,NA,NA,NA,0.174,NA,0.011,NA,NA,0,NA,0.185,,0.1216,NA,NA,0.000297,35.09,136.58,Japan,Aichi,Higashiyama Campus of Nagoya University ,,"Quercus serrata, Quercus variabilis",,NA,60,S,1995,6ŒŽ8“ú,NA,Ishihara,Ishii and Tadaki 2000,Structure and biomass of a secondary broad-leaved forest growing in the campus of Nagoya University [in Japanese],"Hiroshi Ishii, Yoshiya Tadaki",2000,Nagoya University forest science,19,197-206,
