,,,m2,mm,m,m,m,kg,kg,kg,kg/m2,,,,,,,,,mm,oC,,,,,,
Contributor,Family,Species,a.lf,st diam at base ,Crown Width,h.t,h.c,m.lf,m.st,m.rt,lf.ma,pft,growingCondition,Light,Group,Location,Latitude,Longitude,Vegetation,map,mat,reference,Date.DD-MM-YY,Perturbation,LIMING 3t/ha,plot_ID,Subplot_ID
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008125,4,1.05,0.215,0.1,0.000307,0.000699,0.00113,0.037784615,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,no,106,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.014059,4,1.76,0.22,0.12,0.000392,0.000597,0.000496,0.027882495,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,no,109,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.026392,5,2.99,0.325,0.17,0.001024,0.001268,0.001094,0.038799636,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,no,109,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.019331,3,2.47,0.3,0.18,0.000536,0.000506,0.000573,0.027727484,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,no,109,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.016616,5,1.98,0.295,0.17,0.000496,0.001127,0.000876,0.029850746,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,no,109,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.018338,5,2.805,0.335,0.16,0.000601,0.001169,0.001388,0.032773476,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,no,109,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.019861,3.6,2.79,0.28,0.15,0.0006152,0.0006116,0.0011712,0.030975278,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,no,119,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.042585,4.8,5.365,0.46,0.37,0.001422,0.0014868,0.0014352,0.033392039,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,no,119,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.02469,3,3.7975,0.4,0.27,0.0006806,0.0006657,0.000932,0.027565816,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,no,119,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.006437,2.3,0.84375,0.165,0.035,0.0001826,0.0004401,0.0001684,0.028367252,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,no,119,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.036519,4.1,2.465,0.35,0.28,0.0010537,0.0008907,0.0014249,0.028853474,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,no,119,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008993,2,1.4,0.22,0.09,0.0003005,0.0007161,0.000238,0.033414878,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,126,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.007389,2.5,1.15625,0.22,0.07,0.0001671,0.0005155,0.0002953,0.022614698,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,126,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.006393,2,0.875,0.186,0.05,0.0002035,0.0005765,0.0003091,0.031831691,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,126,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.006673,2.2,1.125,0.19,0.07,0.0002219,0.0006147,0.0002997,0.033253409,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,126,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.011525,3,0.765,0.24,0.08,0.0003743,0.0009972,0.0004795,0.032477223,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,126,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.010725,3,4.39875,0.202,0.025,0.0004055,0.0011742,0.0004181,0.037808858,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,132,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.010743,3,0.87125,0.115,0.005,0.0004844,0.0010733,0.0004248,0.045089826,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,132,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.010526,2,1.54,0.268,0.045,0.0003287,0.0008532,0.0003373,0.031227437,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,132,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.007948,2,1.68,0.22,0.02,0.0002356,0.000577,0.000266,0.029642677,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,132,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.011613,3,0.95,0.103,0.005,0.0004252,0.0010214,0.0004149,0.036614139,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,no,132,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.005133,4,0.798,0.21,0.045,0.0004526,0.0015545,0.0029458,0.088174557,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,3/08/09,PC,no,138,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.004147,2.5,0.51,0.18,0.125,0.0001805,0.0012224,0.000502,0.04352544,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,3/08/09,PC,no,138,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.016425,3,2.31,0.21,0.095,0.000347,0.000911,0.0007833,0.021126332,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,3/08/09,PC,no,138,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.006634,2.5,0.975,0.245,0.05,0.0002665,0.0035128,0.002367,0.040171842,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,3/08/09,PC,no,138,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.020867,2.4,2.7825,0.33,0.165,0.0006319,0.0008069,0.0027342,0.030282264,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,3/08/09,PC,no,138,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008021,3.9,0.11,0.23,0.11,0.000269,0.00067,0.000768,0.033536965,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,no,141,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.010304,3.1,0.16,0.24,0.09,0.00029,0.00045,0.000512,0.02814441,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,no,141,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.022186,5.4,0.17,0.24,0.13,0.000722,0.001222,0.001464,0.032543045,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,no,141,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.015914,4.3,0.195,0.23,0.095,0.000627,0.001157,0.001298,0.039399271,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,no,141,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.005536,2.1,0.1075,0.22,0.05,0.00015,0.000238,0.000183,0.027095376,DA,FW,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,no,141,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.026449,4,3.6425,0.345,0.19,0.0009414,0.0017499,0.0011776,0.035593028,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,Yes,110,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008647,2.7,1.34125,0.21,0.05,0.0002866,0.0001868,0.0004642,0.033144443,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,Yes,110,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.004932,2,0.91,0.17,0.06,0.0001737,0.0007056,0.0002828,0.035218978,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,Yes,110,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008844,3.1,1.4625,0.195,0.07,0.0002494,0.0004074,0.0003853,0.02819991,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,Yes,110,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.011411,2.2,1.3325,0.23,0.1,0.0002791,0.0008284,0.0003001,0.024458855,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,4/08/09,PC,Yes,110,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.046814,6,3.72,0.42,0.27,0.001433,0.002174,0.002145,0.030610501,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,Yes,118,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.013728,3,1.725,0.23,0.14,0.000404,0.000567,0.000547,0.029428904,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,Yes,118,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.072401,7,3.99,0.47,0.31,0.002121,0.004327,0.002818,0.029295175,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,PC,Yes,118,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.012235,3.4,0.96,0.19,0.11,0.000349,0.000621,0.000435,0.028524724,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,121,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.013055,3.7,2.0475,0.26,0.12,0.000469,0.001025,0.000566,0.035924933,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,121,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.01516,3.3,1.8,0.23,0.2,0.000429,0.000967,0.000935,0.028298153,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,121,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.018648,4,1.395,0.31,0.17,0.000528,0.00132,0.000703,0.028314028,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,121,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.02581,6.2,3.24,0.31,0.25,0.000958,0.002735,0.00108,0.037117396,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,121,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.003872,2,0.5625,0.152,0.025,0.0000952,0.0002774,0.0001054,0.024586777,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,PC,Yes,123,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.00842,2.5,0.82,0.195,0.02,0.000214,0.0005547,0.0002432,0.025415677,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,PC,Yes,123,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.006485,1.5,0.8125,0.185,0.05,0.0001633,0.0003787,0.0001806,0.025181187,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,PC,Yes,123,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.01098,2,1.8,0.22,0.09,0.000265,0.0006078,0.0003088,0.024134791,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,PC,Yes,123,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.02058,3.2,2.3,0.283,0.195,0.0006953,0.0017748,0.0008773,0.033785228,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,PC,Yes,123,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.0092,6.3,1.5225,0.21,0.03,0.000362,0.000887,0.001236,0.039347826,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,129,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.012762,4.6,1.75,0.255,0.08,0.000509,0.001272,0.001575,0.039884031,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,129,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.021382,5.4,1.615,0.27,0.09,0.000875,0.001634,0.002277,0.040922271,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,129,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.005373,3.2,0.775,0.175,0.06,0.000185,0.000496,0.000429,0.034431416,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,129,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.019005,5.5,1.1825,0.295,0.205,0.000707,0.002073,0.001621,0.037200737,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,PC,Yes,129,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.01944,4.2,2.4675,0.299,0.1,0.0006916,0.0015855,0.0009447,0.035576132,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,Yes,137,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.011051,3.5,1.225,0.215,0.135,0.0004778,0.0002142,0.0010138,0.043235906,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,Yes,137,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008127,2.8,1.45,0.217,0.08,0.0002479,0.0012136,0.0005225,0.030503261,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,Yes,137,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.016491,3.8,2.24,0.286,0.135,0.0006003,0.0003645,0.0007029,0.036401674,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,Yes,137,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008001,3.7,1.17,0.17,0.1,0.0002558,0.0008796,0.0007033,0.031971004,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,5/08/09,PC,Yes,137,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.006664,2.7,0.12,0.2,0.03,0.000174,0.000253,0.000286,0.026110444,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,Yes,142,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008916,2.3,0.15,0.195,0.025,0.000205,0.000282,0.00029,0.022992373,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,Yes,142,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.00492,2.6,0.095,0.195,0.025,0.000135,0.000279,0.000315,0.027439024,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,Yes,142,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.001143,3.6,0.18,0.32,0.14,0.000353,0.000975,0.000785,0.308836395,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,Yes,142,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.00766,3,0.11,0.185,0.025,0.000228,0.000306,0.000353,0.029765013,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,14/08/09,PC,Yes,142,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.018748,4.9,1.935,0.21,0.135,0.0005569,0.0016166,0.0015278,0.029704502,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,7/08/09,PC,Yes,144,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.027364,4.8,3.225,0.415,0.22,0.0009633,0.00261,0.0014127,0.035203187,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,7/08/09,PC,Yes,144,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.019506,3.1,2.32,0.302,0.178,0.0005545,0.0014575,0.0009042,0.028427151,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,7/08/09,PC,Yes,144,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.025135,5,2.475,0.236,0.132,0.0008625,0.0020621,0.0020545,0.034314701,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,7/08/09,PC,Yes,144,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.008547,2.3,1.36,0.275,0.1,0.000289,0.0007367,0.0004104,0.033813034,DA,FE,under 20% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,7/08/09,PC,Yes,144,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.028906,,2.3,0,0.215,0.001198,0.001785,0.003063,0.041444683,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,CC,no,115,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.027606,5,2.6775,0.35,0.2,0.000932,0.001648,0.002179,0.033760777,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,CC,no,115,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.033841,4,2.7075,0.325,0.25,0.001026,0.001279,0.001425,0.030318253,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,CC,no,115,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.028219,6,1.9975,0.33,0.2,0.001279,0.001846,0.002415,0.045324072,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,CC,no,115,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.045702,6,3.15,0.38,0.27,0.001685,0.002888,0.003233,0.036869284,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,12/08/09,CC,no,115,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.04722,5.5,4.5725,0.33,0.24,0.001371,0.00145,0.001703,0.029034307,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,CC,no,120,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.049898,7.3,2.805,0.36,0.225,0.002851,0.003974,0.004096,0.057136559,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,CC,no,120,B
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.025082,1.7,2.1875,0.27,0.16,0.000644,0.001469,0.001725,0.025675783,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,CC,no,120,C
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.02195,5.5,1.12,0.3,0.2,0.000689,0.002354,0.001452,0.031389522,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,CC,no,120,D
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.01641,5,1.38,0.45,0.18,0.000551,0.001666,0.000503,0.033577087,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,13/08/09,CC,no,120,E
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.014756,5.2,2.205,0.236,0.07,0.0006591,0.0013559,0.0008833,0.044666576,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,CC,no,125,A
Sylvain Delagrange,Fagaceae,Fagus grandifolia,0.05812,4.8,4.1,0.487,0.235,0.0021047,0.0096145,0.0042846,0.036213008,DA,FW,between 20 and 80% PPFD,seedlings are grouped according to their plot_ID and subplot_ID,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,NA,6/08/09,CC,no,125,B
