Site,longitude,latitude,BurnYear,HarvestYear,Edaphic,Species,Number,Height,D0,D10,DBH,DWT,TotWood,TotBranch,TotFol,OldFol,NewFol,OldBranch,NewBranch,Cones,Stem,Sapwood,Root
W1989,-98.97767,55.90487,1989,2001,Wet,A,11,246,2.5,2.4,1.2,,,,,,,,,,,,80.6
D1989,-98.97953,55.90644,1989,2001,Dry,BI,1,295,5.6,4.8,2.5,,,,,,,,,,,,686
D1989,-98.97953,55.90644,1989,2001,Dry,BI,2,134,1.3,1.1,,,,,,,,,,,,,14.4
D1989,-98.97953,55.90644,1989,2001,Dry,BI,3,200,2.1,1.6,0.8,,,,,,,,,,,,55.2
D1989,-98.97953,55.90644,1989,2001,Dry,BI,4,160,1.7,1.4,0.4,,,,,,,,,,,,21.3
D1989,-98.97953,55.90644,1989,2001,Dry,BI,5,242,3.3,2.7,1.3,,,,,,,,,,,,131.2
D1989,-98.97953,55.90644,1989,2001,Dry,BI,6,158,1.6,1.2,0.4,,,,,,,,,,,,23.3
D1989,-98.97953,55.90644,1989,2001,Dry,BI,7,194,2.3,2,0.7,,,,,,,,,,,,86.3
D1989,-98.97953,55.90644,1989,2001,Dry,BI,8,51,0.6,0.4,,,,,,,,,,,,,3.4
D1989,-98.97953,55.90644,1989,2001,Dry,BI,9,89,1.2,0.8,,,,,,,,,,,,,11.1
D1989,-98.97953,55.90644,1989,2001,Dry,BI,10,69,1,0.8,,,,,,,,,,,,,6.5
W1989,-98.97767,55.90487,1989,2001,Wet,BI,1,242,3.1,2.7,1.3,,,,,,,,,,,,97.1
W1989,-98.97767,55.90487,1989,2001,Wet,BI,2,183,1.8,1.5,0.5,,,,,,,,,,,,41.5
W1989,-98.97767,55.90487,1989,2001,Wet,BI,3,136,1,0.9,,,,,,,,,,,,,8.7
W1989,-98.97767,55.90487,1989,2001,Wet,BI,4,138,2,1.6,0.2,,,,,,,,,,,,31.7
W1989,-98.97767,55.90487,1989,2001,Wet,BI,5,155,2.6,1.9,0.3,,,,,,,,,,,,49.7
W1989,-98.97767,55.90487,1989,2001,Wet,BI,6,154,2.3,2,0.4,,,,,,,,,,,,42.5
W1989,-98.97767,55.90487,1989,2001,Wet,BI,7,124,1.5,1.2,,,,,,,,,,,,,18.7
W1989,-98.97767,55.90487,1989,2001,Wet,BI,8,140,1.5,1.2,0.2,,,,,,,,,,,,17.3
W1989,-98.97767,55.90487,1989,2001,Wet,BI,9,138,1.6,1.4,0.1,,,,,,,,,,,,17.5
W1989,-98.97767,55.90487,1989,2001,Wet,BI,10,162,1.7,1.4,0.3,,,,,,,,,,,,27.1
W1989,-98.97767,55.90487,1989,2001,Wet,BI,11,166,2.5,2,0.5,,,,,,,,,,,,42
D1930,-98.51922,55.90813,1930,2001,Dry,BS,1,316,2.7,2.6,1.9,,,,,,,,,,,,81.4
D1930,-98.51922,55.90813,1930,2001,Dry,BS,2,136,1.8,1.8,,,,,,,,,,,,,56.8
D1930,-98.51922,55.90813,1930,2001,Dry,BS,3,77,0.9,0.9,,,,,,,,,,,,,19.3
D1930,-98.51922,55.90813,1930,2001,Dry,BS,4,164,2.1,2,1,,,,,,,,,,,,66.7
D1930,-98.51922,55.90813,1930,2001,Dry,BS,5,208,3,2.8,1.9,,,,,,,,,,,,186.1
D1930,-98.51922,55.90813,1930,2001,Dry,BS,6,123,1.6,1.4,,,,,,,,,,,,,40.9
D1930,-98.51922,55.90813,1930,2001,Dry,BS,7,152,2.3,2.3,1,,,,,,,,,,,,84.1
D1930,-98.51922,55.90813,1930,2001,Dry,BS,8,167,2.2,2.2,1.2,,,,,,,,,,,,82.5
D1930,-98.51922,55.90813,1930,2001,Dry,BS,9,189,2.1,2.1,1.1,,,,,,,,,,,,61.3
D1930,-98.51922,55.90813,1930,2001,Dry,BS,10,400,4.6,4.3,3.1,,,,,,,,,,,,292.3
D1964,-98.38986,55.92019,1964,2001,Dry,BS,1,165,2.5,2.2,1,,,,,,,,,,,,78.1
D1964,-98.38986,55.92019,1964,2001,Dry,BS,2,108,1.7,1.5,,,,,,,,,,,,,18.8
D1964,-98.38986,55.92019,1964,2001,Dry,BS,3,281,3.9,3.3,2.1,,,,,,,,,,,,155.7
D1964,-98.38986,55.92019,1964,2001,Dry,BS,4,261,3.5,3.2,2,,,,,,,,,,,,157.4
D1964,-98.38986,55.92019,1964,2001,Dry,BS,5,131,2.2,1.9,,,,,,,,,,,,,27.2
D1964,-98.38986,55.92019,1964,2001,Dry,BS,6,515,8.5,7.5,5.8,,,,,,,,,,,,2242.7
D1964,-98.38986,55.92019,1964,2001,Dry,BS,7,205,3.6,2.4,1.4,,,,,,,,,,,,86
D1964,-98.38986,55.92019,1964,2001,Dry,BS,8,109,1.6,1.4,,,,,,,,,,,,,12.3
D1964,-98.38986,55.92019,1964,2001,Dry,BS,9,185,2.1,1.9,1,,,,,,,,,,,,31
D1964,-98.38986,55.92019,1964,2001,Dry,BS,10,90,1.6,1.4,,,,,,,,,,,,,12.6
D1981,-98.4826,55.86407,1981,2001,Dry,BS,1,104,1.9,1.5,,,,,,,,,,,,,21.3
D1981,-98.4826,55.86407,1981,2001,Dry,BS,2,118,1.8,1.5,,,,,,,,,,,,,20.9
D1981,-98.4826,55.86407,1981,2001,Dry,BS,3,165,2.2,1.8,0.7,,,,,,,,,,,,40.6
D1981,-98.4826,55.86407,1981,2001,Dry,BS,4,165,2.3,1.7,0.7,,,,,,,,,,,,33.4
D1981,-98.4826,55.86407,1981,2001,Dry,BS,5,213,3,2.7,1.3,,,,,,,,,,,,110.9
D1981,-98.4826,55.86407,1981,2001,Dry,BS,6,63,0.9,0.8,,,,,,,,,,,,,2.9
D1981,-98.4826,55.86407,1981,2001,Dry,BS,7,155,2.4,2.2,0.6,,,,,,,,,,,,60.2
D1981,-98.4826,55.86407,1981,2001,Dry,BS,8,210,2.8,2.5,1.1,,,,,,,,,,,,116.7
D1981,-98.4826,55.86407,1981,2001,Dry,BS,9,131,1.7,1.4,,,,,,,,,,,,,22.1
D1981,-98.4826,55.86407,1981,2001,Dry,BS,10,300,4.7,4.5,2.8,,,,,,,,,,,,293.2
D1981,-98.4826,55.86407,1981,2001,Dry,BS,11,37,0.5,0.4,,,,,,,,,,,,,0.5
D1981,-98.4826,55.86407,1981,2001,Dry,BS,12,50,0.5,0.5,,,,,,,,,,,,,0.9
D1989,-98.97953,55.90644,1989,2001,Dry,BS,1,82,1.3,1.3,,,,,,,,,,,,,8.5
D1989,-98.97953,55.90644,1989,2001,Dry,BS,2,142,2.1,1.9,0.4,,,,,,,,,,,,61.5
D1989,-98.97953,55.90644,1989,2001,Dry,BS,3,39,0.4,0.4,,,,,,,,,,,,,2.4
D1989,-98.97953,55.90644,1989,2001,Dry,BS,4,53,0.7,0.7,,,,,,,,,,,,,3.9
D1989,-98.97953,55.90644,1989,2001,Dry,BS,5,30,0.3,0.2,,,,,,,,,,,,,1.5
D1989,-98.97953,55.90644,1989,2001,Dry,BS,6,62,0.6,0.6,,,,,,,,,,,,,5.2
D1989,-98.97953,55.90644,1989,2001,Dry,BS,7,59,0.8,0.8,,,,,,,,,,,,,7.5
D1989,-98.97953,55.90644,1989,2001,Dry,BS,8,39,0.5,0.5,,,,,,,,,,,,,3.1
D1989,-98.97953,55.90644,1989,2001,Dry,BS,9,42,0.4,0.4,,,,,,,,,,,,,2.3
D1989,-98.97953,55.90644,1989,2001,Dry,BS,10,49,0.5,0.5,,,,,,,,,,,,,2.8
D1989,-98.97953,55.90644,1989,2001,Dry,BS,11,50,0.5,0.5,,,,,,,,,,,,,2.3
D1989,-98.97953,55.90644,1989,2001,Dry,BS,12,29,0.4,0.3,,,,,,,,,,,,,1.9
D1989,-98.97953,55.90644,1989,2001,Dry,BS,13,50,0.6,0.5,,,,,,,,,,,,,2.7
W1930,-98.51529,55.90806,1930,2001,Wet,BS,1,57,1.3,1.2,,,,,,,,,,,,,14.1
W1930,-98.51529,55.90806,1930,2001,Wet,BS,2,68,1.4,1.2,,,,,,,,,,,,,33.2
W1930,-98.51529,55.90806,1930,2001,Wet,BS,3,110,1.8,1.7,,,,,,,,,,,,,70.8
W1930,-98.51529,55.90806,1930,2001,Wet,BS,4,115,1.7,1.5,,,,,,,,,,,,,91.8
W1930,-98.51529,55.90806,1930,2001,Wet,BS,5,236,4,3.8,2.2,,,,,,,,,,,,364.1
W1930,-98.51529,55.90806,1930,2001,Wet,BS,6,178,3.4,3,1.4,,,,,,,,,,,,217.5
W1930,-98.51529,55.90806,1930,2001,Wet,BS,7,45,1.2,1,,,,,,,,,,,,,17.7
W1930,-98.51529,55.90806,1930,2001,Wet,BS,8,160,3.5,2.8,0.9,,,,,,,,,,,,191.6
W1930,-98.51529,55.90806,1930,2001,Wet,BS,9,30,0.6,0.6,,,,,,,,,,,,,1.7
W1930,-98.51529,55.90806,1930,2001,Wet,BS,10,350,5.5,5.5,3.7,,,,,,,,,,,,733
W1930,-98.51529,55.90806,1930,2001,Wet,BS,11,200,4.6,4,2,,,,,,,,,,,,342.9
W1930,-98.51529,55.90806,1930,2001,Wet,BS,12,144,2,1.8,0.6,,,,,,,,,,,,102
W1964,-98.38812,55.91993,1964,2001,Wet,BS,1,45,1.1,0.9,,,,,,,,,,,,,4.7
W1964,-98.38812,55.91993,1964,2001,Wet,BS,2,102,2,1.9,,,,,,,,,,,,,56.2
W1964,-98.38812,55.91993,1964,2001,Wet,BS,3,167,2.7,2.4,1.1,,,,,,,,,,,,108.6
W1964,-98.38812,55.91993,1964,2001,Wet,BS,4,230,4,3.4,1.9,,,,,,,,,,,,401
W1964,-98.38812,55.91993,1964,2001,Wet,BS,5,74,1.6,1.5,,,,,,,,,,,,,23.4
W1964,-98.38812,55.91993,1964,2001,Wet,BS,6,132,2.8,2.4,,,,,,,,,,,,,91.8
W1964,-98.38812,55.91993,1964,2001,Wet,BS,7,152,3.3,2.8,1,,,,,,,,,,,,138.5
W1964,-98.38812,55.91993,1964,2001,Wet,BS,8,167,3,2.7,1,,,,,,,,,,,,166.4
W1964,-98.38812,55.91993,1964,2001,Wet,BS,9,51,1.1,1,,,,,,,,,,,,,13
W1964,-98.38812,55.91993,1964,2001,Wet,BS,10,200,4,3.5,1.7,,,,,,,,,,,,219.3
W1981,-98.48128,55.86351,1981,2001,Wet,BS,1,131,1.7,1.6,,,,,,,,,,,,,26.1
W1981,-98.48128,55.86351,1981,2001,Wet,BS,2,143,1.9,1.8,0.4,,,,,,,,,,,,70.2
W1981,-98.48128,55.86351,1981,2001,Wet,BS,3,45,0.8,0.6,,,,,,,,,,,,,3.4
W1981,-98.48128,55.86351,1981,2001,Wet,BS,4,41,0.6,0.6,,,,,,,,,,,,,1.7
W1981,-98.48128,55.86351,1981,2001,Wet,BS,5,72,1.5,1.2,,,,,,,,,,,,,18.1
W1981,-98.48128,55.86351,1981,2001,Wet,BS,6,42,0.7,0.6,,,,,,,,,,,,,3.3
W1981,-98.48128,55.86351,1981,2001,Wet,BS,7,70,1.2,1.1,,,,,,,,,,,,,24.8
W1981,-98.48128,55.86351,1981,2001,Wet,BS,8,130,2,1.9,,,,,,,,,,,,,59.2
W1981,-98.48128,55.86351,1981,2001,Wet,BS,9,32,0.5,0.4,,,,,,,,,,,,,5.3
W1981,-98.48128,55.86351,1981,2001,Wet,BS,10,92,1.9,1.8,,,,,,,,,,,,,57.9
W1981,-98.48128,55.86351,1981,2001,Wet,BS,11,88,1.8,1.5,,,,,,,,,,,,,51.5
W1981,-98.48128,55.86351,1981,2001,Wet,BS,12,56,1.2,0.9,,,,,,,,,,,,,8.8
W1989,-98.97767,55.90487,1989,2001,Wet,BS,1,127,1.6,1.4,,,,,,,,,,,,,22.3
W1989,-98.97767,55.90487,1989,2001,Wet,BS,2,82,1,0.9,,,,,,,,,,,,,8.1
W1989,-98.97767,55.90487,1989,2001,Wet,BS,3,91,1.5,1.3,,,,,,,,,,,,,16.5
W1989,-98.97767,55.90487,1989,2001,Wet,BS,4,83,1.4,1.2,,,,,,,,,,,,,13.7
W1989,-98.97767,55.90487,1989,2001,Wet,BS,5,106,1.4,1.2,,,,,,,,,,,,,12.6
W1989,-98.97767,55.90487,1989,2001,Wet,BS,6,61,0.7,0.6,,,,,,,,,,,,,3.5
W1989,-98.97767,55.90487,1989,2001,Wet,BS,7,67,0.7,0.7,,,,,,,,,,,,,4
W1989,-98.97767,55.90487,1989,2001,Wet,BS,8,44,0.7,0.6,,,,,,,,,,,,,3.2
W1989,-98.97767,55.90487,1989,2001,Wet,BS,9,46,0.5,0.4,,,,,,,,,,,,,2
W1989,-98.97767,55.90487,1989,2001,Wet,BS,10,51,0.4,0.4,,,,,,,,,,,,,0
W1989,-98.97767,55.90487,1989,2001,Wet,BS,11,47,0.6,0.6,,,,,,,,,,,,,2.3
W1989,-98.97767,55.90487,1989,2001,Wet,BS,12,35,0.4,0.4,,,,,,,,,,,,,0
W1989,-98.97767,55.90487,1989,2001,Wet,BS,13,27,0.3,0.3,,,,,,,,,,,,,0
W1989,-98.97767,55.90487,1989,2001,Wet,BS,14,22,0.3,0.2,,,,,,,,,,,,,0
D1995,-99.97442,56.46049,1995,2001,Dry,JP,1,80,1.2,1.1,,,,,,,,,,,,,8
D1995,-99.97442,56.46049,1995,2001,Dry,JP,2,54,1,0.9,,,,,,,,,,,,,4.1
D1995,-99.97442,56.46049,1995,2001,Dry,JP,3,30,0.6,0.4,,,,,,,,,,,,,1.1
D1995,-99.97442,56.46049,1995,2001,Dry,JP,4,107,1.7,1.6,,,,,,,,,,,,,14.8
D1995,-99.97442,56.46049,1995,2001,Dry,JP,5,45,0.8,0.6,,,,,,,,,,,,,1.5
D1995,-99.97442,56.46049,1995,2001,Dry,JP,6,67,1.2,0.9,,,,,,,,,,,,,4.8
D1995,-99.97442,56.46049,1995,2001,Dry,JP,7,65,1.1,0.9,,,,,,,,,,,,,3.8
D1995,-99.97442,56.46049,1995,2001,Dry,JP,8,47,0.7,0.5,,,,,,,,,,,,,2
D1995,-99.97442,56.46049,1995,2001,Dry,JP,9,22,0.4,0.3,,,,,,,,,,,,,6
W1964,-98.38812,55.91993,1964,2001,Wet,JP,1,165,2.2,1.9,0.8,,,,,,,,,,,,32.7
W1964,-98.38812,55.91993,1964,2001,Wet,JP,2,235,2.7,2.6,1.4,,,,,,,,,,,,79.2
W1964,-98.38812,55.91993,1964,2001,Wet,JP,3,200,2.8,2.6,1.7,,,,,,,,,,,,78.3
W1964,-98.38812,55.91993,1964,2001,Wet,JP,4,222,2.9,2.6,1.7,,,,,,,,,,,,153.9
W1964,-98.38812,55.91993,1964,2001,Wet,JP,5,170,2.6,2.3,0.8,,,,,,,,,,,,59.7
W1964,-98.38812,55.91993,1964,2001,Wet,JP,6,315,5,4.7,3.4,,,,,,,,,,,,549.2
W1995,-99.97617,56.46217,1995,2001,Wet,JP,1,39,0.5,0.4,,,,,,,,,,,,,0.7
W1995,-99.97617,56.46217,1995,2001,Wet,JP,2,63,0.8,0.3,,,,,,,,,,,,,2
W1995,-99.97617,56.46217,1995,2001,Wet,JP,3,33,0.6,0.5,,,,,,,,,,,,,0.8
W1995,-99.97617,56.46217,1995,2001,Wet,JP,4,43,0.5,0.4,,,,,,,,,,,,,0.9
W1995,-99.97617,56.46217,1995,2001,Wet,JP,5,83,1.1,1,,,,,,,,,,,,,4.2
W1995,-99.97617,56.46217,1995,2001,Wet,JP,6,62,1,0.8,,,,,,,,,,,,,2.1
W1995,-99.97617,56.46217,1995,2001,Wet,JP,7,25,0.4,0.3,,,,,,,,,,,,,0.5
W1995,-99.97617,56.46217,1995,2001,Wet,JP,8,44,0.5,0.5,,,,,,,,,,,,,0.8
W1995,-99.97617,56.46217,1995,2001,Wet,JP,9,32,0.6,0.5,,,,,,,,,,,,,1.3
W1995,-99.97617,56.46217,1995,2001,Wet,JP,10,31,0.4,0.4,,,,,,,,,,,,,0.9
W1850,-98.47954,55.88155,1870,2001,Wet,T,1,65,1,0.8,,,,,,,,,,,,,10.8
W1850,-98.47954,55.88155,1870,2001,Wet,T,2,49,0.8,0.7,,,,,,,,,,,,,5.6
W1850,-98.47954,55.88155,1870,2001,Wet,T,3,78,1.6,1.3,,,,,,,,,,,,,25.4
W1850,-98.47954,55.88155,1870,2001,Wet,T,4,66,1.1,1,,,,,,,,,,,,,14.5
W1850,-98.47954,55.88155,1870,2001,Wet,T,5,113,1.8,1.5,,,,,,,,,,,,,35.2
W1850,-98.47954,55.88155,1870,2001,Wet,T,6,66,1.2,0.9,,,,,,,,,,,,,56.6
W1850,-98.47954,55.88155,1870,2001,Wet,T,7,134,2.4,1.9,,,,,,,,,,,,,67.8
W1850,-98.47954,55.88155,1870,2001,Wet,T,8,228,3,2.8,1.5,,,,,,,,,,,,336.4
W1850,-98.47954,55.88155,1870,2001,Wet,T,9,141,1.9,1.8,0.2,,,,,,,,,,,,9.9
W1850,-98.47954,55.88155,1870,2001,Wet,T,10,109,1.7,1.5,,,,,,,,,,,,,33.8
W1850,-98.47954,55.88155,1870,2001,Wet,T,11,85,1,0.9,,,,,,,,,,,,,13
W1850,-98.47954,55.88155,1870,2001,Wet,T,12,181,2.5,2.2,0.8,,,,,,,,,,,,118.9
W1981,-98.48128,55.86351,1981,2001,Wet,T,1,90,1.5,1.3,,,,,,,,,,,,,47.6
W1981,-98.48128,55.86351,1981,2001,Wet,T,2,97,1.4,1.2,,,,,,,,,,,,,37.7
W1981,-98.48128,55.86351,1981,2001,Wet,T,3,205,3.2,3.1,1.2,,,,,,,,,,,,208.7
W1981,-98.48128,55.86351,1981,2001,Wet,T,4,82,1.3,1.2,,,,,,,,,,,,,24.8
W1981,-98.48128,55.86351,1981,2001,Wet,T,5,132,2.7,2.4,,,,,,,,,,,,,153.4
W1981,-98.48128,55.86351,1981,2001,Wet,T,6,135,2,1.9,,,,,,,,,,,,,99.8
W1981,-98.48128,55.86351,1981,2001,Wet,T,7,74,1.2,1,,,,,,,,,,,,,18.9
W1981,-98.48128,55.86351,1981,2001,Wet,T,8,58,0.9,0.7,,,,,,,,,,,,,8.2
W1981,-98.48128,55.86351,1981,2001,Wet,T,9,142,2.2,2.1,0.2,,,,,,,,,,,,160.6
W1981,-98.48128,55.86351,1981,2001,Wet,T,10,83,1.6,1.4,,,,,,,,,,,,,37.7
W1981,-98.48128,55.86351,1981,2001,Wet,T,11,74,1.1,0.9,,,,,,,,,,,,,11.7
W1981,-98.48128,55.86351,1981,2001,Wet,T,12,186,2.7,2.5,0.8,,,,,,,,,,,,132.2
D1989,-98.97953,55.90644,1989,2001,Dry,W,1,121,1.5,1.2,,,,,,,,,,,,,23.2
D1989,-98.97953,55.90644,1989,2001,Dry,W,2,139,1.5,1.3,0.3,,,,,,,,,,,,28.9
D1989,-98.97953,55.90644,1989,2001,Dry,W,3,107,1.2,0.9,,,,,,,,,,,,,10.5
D1989,-98.97953,55.90644,1989,2001,Dry,W,4,168,1.5,1.2,0.5,,,,,,,,,,,,18.8
D1989,-98.97953,55.90644,1989,2001,Dry,W,5,95,1.3,1,,,,,,,,,,,,,13.7
D1989,-98.97953,55.90644,1989,2001,Dry,W,6,145,1.5,1.3,0.2,,,,,,,,,,,,18.6
D1989,-98.97953,55.90644,1989,2001,Dry,W,7,159,2,1.5,0.4,,,,,,,,,,,,55.3
D1989,-98.97953,55.90644,1989,2001,Dry,W,8,66,0.8,0.6,,,,,,,,,,,,,6.7
D1989,-98.97953,55.90644,1989,2001,Dry,W,9,71,0.6,0.4,,,,,,,,,,,,,3
D1989,-98.97953,55.90644,1989,2001,Dry,W,10,88,0.8,0.7,,,,,,,,,,,,,12.1
D1989,-98.97953,55.90644,1989,2001,Dry,W,11,87,0.9,0.7,,,,,,,,,,,,,8
W1989,-98.97767,55.90487,1989,2001,Wet,W,1,78,0.8,0.6,,,,,,,,,,,,,2.3
W1989,-98.97767,55.90487,1989,2001,Wet,W,2,238,2.1,2,1.1,,,,,,,,,,,,51.7
W1989,-98.97767,55.90487,1989,2001,Wet,W,3,114,1.2,1.1,,,,,,,,,,,,,11.8
W1989,-98.97767,55.90487,1989,2001,Wet,W,4,132,1.4,1.3,,,,,,,,,,,,,19.1
W1989,-98.97767,55.90487,1989,2001,Wet,W,5,105,1,0.9,,,,,,,,,,,,,10
W1989,-98.97767,55.90487,1989,2001,Wet,W,6,93,1.1,0.7,,,,,,,,,,,,,8.7
W1989,-98.97767,55.90487,1989,2001,Wet,W,7,51,0.6,0.5,,,,,,,,,,,,,1.5
W1989,-98.97767,55.90487,1989,2001,Wet,W,8,66,0.7,0.6,,,,,,,,,,,,,3.6
W1989,-98.97767,55.90487,1989,2001,Wet,W,9,57,0.6,0.5,,,,,,,,,,,,,1.6
W1989,-98.97767,55.90487,1989,2001,Wet,W,10,68,1,0.8,,,,,,,,,,,,,8.8
