Tree ,species,family,light conditions,NUTRITION,growing year,trunk height cm,trunk dry mass g,Coarse root length cm,coarse root dry mass g,fine root length cm,fine root dry mass g,trunk diameter at soil level cm,leaves fresh mass g, total leaves dry mass g,total leaves area cm 2,above ground dry mass g ,below ground dry mass g ,total dry mass g,Leaf mass per area :LMA*100 g cm-2,Shoot/ root: S/R g g-1,Leaf area ratio: LAR cm2 g-1,Leaf weigh ratio: LWR g g-1,Shoot weigh ratio: SWR g g -1,Root weigh ratio: RWR g g-1,fine root/ coarse root g g-1,average minimum weight at the beginning of the experiment,Relative growth rate RGR la (l›ppkaal)-ln(algkaal)/63,log total dry mass,ln total dry mass,P (mg/g) in leaves ,C (%) in leaves,N (%) in leaves,C/N in leaves,P % in leaves,all data together P % in leaves ,NAR=RGR/LAR,leaves % of total dry mass,stem% of total dry mass,fine roots % of total dry mass,coarse roots % of total dry mass,nothing
53.2,Betula pendula,Betulaceae,2,C,2000,16.5,0.2576,2.6,0.1371,42,0.443,0.229,,0.6384,144.5184,0.896,0.5801,1.4761,0.4417,1.5446,97.9057,0.4325,0.607,0.393,3.2312,0.018,0.0699,0.169115286,0.389402337,,,1.767,,0.192,0.192,0.000714453,43.24903779,17.45141204,30.01155098,9.287999187,100
53.3,Betula pendula,Betulaceae,2,C,2000,16.7,0.2482,2.7,0.0911,16,0.2216,0.222,,0.637,144.5616,0.8852,0.3127,1.1979,0.4406,2.8308,120.6802,0.5318,0.739,0.261,2.4325,0.018,0.0666,0.07841687,0.180561517,,,1.767,,0.192,0.192,0.000552154,53.17599368,20.71976889,18.49919736,7.605040071,100
38.1,Betula pendula,Betulaceae,2,D,1999,8,0.1326,3.5,0.155,15,0.1857,0.24,0.763,0.4081,72.3724,0.5407,0.3407,0.8814,0.5638,1.5869,82.114,0.463,0.6134,0.3866,1.1981,0.124,0.0311,-0.054844011,-0.126283002,3.92,47.03,2.85,16.49,,0.392,0.000379107,46.29922968,15.04483867,21.06958176,17.58634988,100
38.3,Betula pendula,Betulaceae,2,D,1999,7.6,0.1293,3,0.0934,19,0.2743,0.27,0.509,0.2494,45.92,0.3787,0.3677,0.7464,0.5431,1.0298,61.5243,0.3341,0.5074,0.4926,2.9368,0.124,0.0285,-0.127044703,-0.292531239,3.92,47.03,2.85,16.49,,0.392,0.000463088,33.41121483,17.32380266,36.75111423,12.51386828,100
34.2,Betula pendula,Betulaceae,2,D,1999,16,0.3805,3.9,0.2928,10.5,0.2967,0.35,1.122,0.572,117.2026,0.9525,0.5895,1.542,0.488,1.6157,76.0087,0.3709,0.6177,0.3823,1.0133,0.124,0.04,0.18807382,0.433055974,2.04,45.25,1.91,23.75,,0.204,0.000526366,37.09315357,24.67634543,19.24171272,18.98878828,100
34.3,Betula pendula,Betulaceae,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1,Betula pendula,Betulaceae,2,D,2000,21.2,0.3786,2.5,0.1302,20,0.3497,0.275,,0.8165,210.5923,1.1951,0.4799,1.675,0.3877,2.4903,125.728,0.4875,0.7135,0.2865,2.6859,0.018,0.072,0.224010309,0.515802799,,,2.207,,0.246,0.246,0.000572309,48.74573732,22.60321939,20.87782837,7.773214911,100
9.2,Betula pendula,Betulaceae,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3,Betula pendula,Betulaceae,2,D,2000,11,0.1112,2.5,0.0431,14.5,0.0833,0.165,,0.2437,72.1144,0.3549,0.1264,0.4813,0.3379,2.8078,149.8326,0.5063,0.7374,0.2626,1.9327,0.018,0.0522,-0.317584379,-0.731265057,,,2.207,,0.246,0.246,0.000348126,50.63367304,23.10410589,17.30730234,8.954918738,100
10.1,Betula pendula,Betulaceae,2,D,2000,20.5,0.4259,3,0.1817,45,0.3978,0.32,,1.0003,248.0677,1.4262,0.5795,2.0057,0.4032,2.4611,123.6812,0.4987,0.7111,0.2889,2.1893,0.018,0.0748,0.302266431,0.695994177,,,2.143,,0.173,0.173,0.000604906,49.87291498,21.23445943,19.83345377,9.059171821,100
10.2,Betula pendula,Betulaceae,2,D,2000,22,0.3609,3.1,0.1337,26,0.3401,0.272,,0.8962,202.094,1.2571,0.4738,1.7309,0.4435,2.6533,116.7558,0.5178,0.7263,0.2737,2.5438,0.018,0.0725,0.238274878,0.548648182,,,2.143,,0.173,0.173,0.000620754,51.77685447,20.8502854,19.64860644,7.724253693,100
10.3,Betula pendula,Betulaceae,2,D,2000,23.6,0.5055,2,0.1846,48,0.536,0.322,,1.0006,257.8922,1.5061,0.7206,2.2267,0.388,2.09,115.8189,0.4494,0.6764,0.3236,2.9036,0.018,0.0765,0.347658739,0.800513831,,,2.143,,0.173,0.173,0.000660294,44.93607651,22.7019112,24.07166054,8.290351747,100
64.1,Betula pendula,Betulaceae,3,A,1999,19.3,0.3423,2.4,0.1272,39,0.5206,0.27,0.902,0.3632,125.1608,0.7055,0.6478,1.3533,0.2902,1.0891,92.4864,0.2684,0.5213,0.4787,4.0928,0.124,0.0379,0.131390603,0.302538044,1.78,44.09,1.64,26.83,,0.178,0.000410187,26.83751342,25.29392905,38.46923595,9.399321577,100
64.2,Betula pendula,Betulaceae,3,A,1999,6.1,0.0483,4,0.0886,10,0.0807,0.14,0.109,0.1346,32.0766,0.1829,0.1693,0.3522,0.4196,1.0804,91.0728,0.3822,0.5193,0.4807,0.9108,0.124,0.0166,-0.453199681,-1.04353083,1.78,44.09,1.64,26.83,,0.178,0.000181948,38.2184824,13.71345267,22.91253893,25.15552601,100
64.3,Betula pendula,Betulaceae,3,A,1999,9,0.0735,4.6,0.0571,9.5,0.0824,0.15,0.048,0.0374,8.71,0.1109,0.1395,0.2504,0.4297,0.7952,34.7811,0.1494,0.4429,0.5571,1.4431,0.124,0.0112,-0.601324833,-1.384601597,1.78,44.09,1.64,26.83,,0.178,0.000320769,14.94410146,29.35027485,32.90425371,22.80136998,100
67.1,Betula pendula,Betulaceae,3,A,1999,14.2,0.195,4.5,0.2175,32,0.507,0.23,0.45,0.3245,86.4858,0.5195,0.7245,1.244,0.3752,0.717,69.5236,0.2608,0.4176,0.5824,2.331,0.124,0.0366,0.094812562,0.218313992,2.99,45.56,1.3,35.04,,0.299,0.000526437,26.08387833,15.67552336,40.75636073,17.48423759,100
67.2,Betula pendula,Betulaceae,3,A,1999,14.5,0.1753,3.2,0.1316,25,0.2818,0.19,0.248,0.2118,56.328,0.3871,0.4134,0.8005,0.3761,0.9365,70.3629,0.2646,0.4836,0.5164,2.1413,0.124,0.0296,-0.096619785,-0.222475276,2.99,45.56,1.3,35.04,,0.299,0.000420721,26.46166026,21.89786131,35.20146787,16.43901055,100
67.3,Betula pendula,Betulaceae,3,A,1999,11.5,0.1277,2.4,0.0966,17,0.2315,0.17,0.167,0.1114,28.89,0.2391,0.3281,0.5672,0.3857,0.7288,50.933,0.1964,0.4216,0.5784,2.3965,0.124,0.0241,-0.246251328,-0.567014637,2.99,45.56,1.3,35.04,,0.299,0.000473844,19.64264208,22.51345899,40.81335752,17.03054141,100
57.1,Betula pendula,Betulaceae,3,A,2000,9.3,0.0853,2.5,0.0315,18.5,0.1079,0.153,,0.186,62.8598,0.2713,0.1394,0.4107,0.2959,1.946,153.0642,0.4529,0.6606,0.3394,3.4254,0.018,0.0496,-0.386500635,-0.889950601,,,2.323,,0.387,0.387,0.00032432,45.28533964,20.77062986,26.27375101,7.670279489,100
57.2,Betula pendula,Betulaceae,3,A,2000,5.1,0.0313,2,0.0192,12.5,0.0496,0.107,,0.0844,28.0299,0.1157,0.0688,0.1845,0.3012,1.6819,151.9097,0.4575,0.6271,0.3729,2.5833,0.018,0.0369,-0.733963898,-1.690014331,,,,,,,0.000243186,45.7502207,16.9632177,26.88100953,10.40555207,100
57.3,Betula pendula,Betulaceae,3,A,2000,8.6,0.0524,2.3,0.02,19,0.058,0.111,,0.1403,58.1536,0.1927,0.078,0.2707,0.2412,2.4699,214.8621,0.5182,0.7118,0.2882,2.9,0.018,0.043,-0.567583296,-1.306908835,,,,,,,0.000200237,51.8206555,19.36041144,21.42946304,7.389470015,100
63.1,Betula pendula,Betulaceae,3,A,2000,5.1,0.0376,1.1,0.0152,11,0.0655,0.144,,0.121,41.4226,0.1586,0.0807,0.2393,0.2922,1.9659,173.0642,0.5057,0.6628,0.3372,4.3092,0.018,0.0411,-0.620970007,-1.429836282,,,2.055,,0.469,0.469,0.000237323,50.57408112,15.70933685,27.36599904,6.350582984,100
63.2,Betula pendula,Betulaceae,3,A,2000,8.3,0.0943,1,0.0457,35,0.1579,0.202,,0.1659,40.8361,0.2602,0.2036,0.4638,0.4063,1.2781,88.0419,0.3577,0.561,0.439,3.4551,0.018,0.0516,-0.333645069,-0.768246162,,,2.055,,0.469,0.469,0.000585785,35.77330537,20.33090736,34.04295093,9.852836336,100
63.3,Betula pendula,Betulaceae,3,A,2000,6.2,0.0416,2,0.0204,22,0.0496,0.128,,0.1004,35.1686,0.142,0.07,0.212,0.2855,2.0285,165.8924,0.4736,0.6698,0.3302,2.4314,0.018,0.0391,-0.673672065,-1.551187254,,,2.055,,0.469,0.469,0.000235972,47.35752985,19.62299963,23.3966534,9.622817125,100
68.1,Betula pendula,Betulaceae,3,B,1999,21,0.4506,2.3,0.2164,16,0.6284,0.35,1.231,0.5929,182.05,1.0435,0.8448,1.8883,0.3257,1.2351,96.4119,0.314,0.5526,0.4474,2.9039,0.124,0.0432,0.276059902,0.635651415,2.91,45.57,1.82,25.1,,0.291,0.000448328,31.39686053,23.86334309,33.27946028,11.4603361,100
68.2,Betula pendula,Betulaceae,3,B,1999,17.6,0.3554,2.8,0.2934,14,0.3557,0.3,0.896,0.3774,135.83,0.7328,0.6491,1.3819,0.2778,1.1289,98.2928,0.2731,0.5303,0.4697,1.2123,0.124,0.0383,0.140473995,0.323453327,2.91,45.57,1.82,25.1,,0.291,0.000389334,27.30978622,25.71836932,25.74007869,21.23176578,100
68.3,Betula pendula,Betulaceae,3,B,1999,11.2,0.2386,3.3,0.2101,23.5,0.4822,0.27,0.603,0.3758,107.8107,0.6144,0.6923,1.3067,0.3486,0.8875,82.5071,0.2876,0.4702,0.5298,2.2951,0.124,0.0374,0.116170258,0.267491905,2.91,45.57,1.82,25.1,,0.291,0.000453057,28.75854642,18.2599751,36.90259847,16.07888001,100
65.1,Betula pendula,Betulaceae,3,B,1999,9.4,0.1188,3,0.1214,20,0.1657,0.21,0,0.2018,70.95,0.3206,0.2871,0.6077,0.2844,1.1166,116.7591,0.332,0.5275,0.4725,1.3649,0.124,0.0252,-0.216338175,-0.498137057,3.13,44.47,1.84,24.12,,0.313,0.000216065,33.20295868,19.55035356,27.26846452,19.97822325,100
65.2,Betula pendula,Betulaceae,3,B,1999,16,0.2952,5,0.2622,43,0.6499,0.27,0.948,0.4643,145.7,0.7595,0.9121,1.6716,0.3186,0.8327,87.1637,0.2777,0.4543,0.5457,2.4786,0.124,0.0413,0.223124055,0.513762123,3.13,44.47,1.84,24.12,,0.313,0.0004737,27.77440214,17.66006501,38.8796621,15.68587075,100
65.3,Betula pendula,Betulaceae,3,B,1999,10.7,0.1475,5.3,0.1455,19,0.2271,0.24,0.531,0.241,77.77,0.3885,0.3726,0.7611,0.3098,1.0426,102.1865,0.3166,0.5104,0.4896,1.5608,0.124,0.0288,-0.118581408,-0.273043781,3.13,44.47,1.84,24.12,,0.313,0.000281842,31.66105636,19.38087711,29.83998097,19.11808556,100
35.1,Betula pendula,Betulaceae,3,B,2000,7.1,0.039,2.5,0.0173,11,0.0306,0.105,,0.1561,59.9881,0.1951,0.0479,0.243,0.2602,4.0731,246.8627,0.6424,0.8029,0.1971,1.7688,0.018,0.0413,-0.61439036,-1.414686085,,,2.917,,0.315,0.315,0.000167351,64.23896029,16.04925833,12.592495,7.119286386,100
35.2,Betula pendula,Betulaceae,3,B,2000,8.3,0.0504,2,0.0155,14,0.0351,0.113,,0.1357,56.3131,0.1861,0.0506,0.2367,0.2409,3.6769,237.9562,0.5732,0.7862,0.2138,2.2645,0.018,0.0409,-0.625887666,-1.441159609,,,2.917,,0.315,0.315,0.000171849,57.32151055,21.29698879,14.83183148,6.549669173,100
35.3,Betula pendula,Betulaceae,3,B,2000,9,0.0962,2,0.0392,20.5,0.0767,0.182,,0.2371,79.8565,0.3333,0.1159,0.4492,0.2969,2.8756,177.7814,0.5278,0.742,0.258,1.9566,0.018,0.0511,-0.347575766,-0.800322777,,,2.917,,0.315,0.315,0.000287232,52.78103815,21.41661542,17.07540959,8.726936844,100
36.1,Betula pendula,Betulaceae,3,B,2000,7,0.0412,3,0.016,10.7,0.0422,0.118,,0.1005,35.6893,0.1417,0.0582,0.1999,0.2815,2.4341,178.5665,0.5027,0.7088,0.2912,2.6375,0.018,0.0382,-0.699261983,-1.610110219,,,2.656,,0.305,0.305,0.000213986,50.26657514,20.61385417,21.11419044,8.00538026,100
36.2,Betula pendula,Betulaceae,3,B,2000,10.5,0.1427,2,0.0835,18,0.1857,0.226,,0.4146,139.1736,0.5573,0.2692,0.8265,0.2979,2.0702,168.3908,0.5016,0.6743,0.3257,2.224,0.018,0.0607,-0.082761499,-0.190565393,,,2.656,,0.305,0.305,0.000360727,50.16283945,17.26575094,22.46846495,10.10294466,100
36.3,Betula pendula,Betulaceae,3,B,2000,12.8,0.1369,3,0.0577,20,0.1338,0.17,,0.4134,144.1571,0.5503,0.1915,0.7418,0.2868,2.8737,194.3326,0.5573,0.7418,0.2582,2.3189,0.018,0.059,-0.129709566,-0.298667312,,,2.656,,0.305,0.305,0.000303743,55.72967461,18.45495599,18.03705706,7.778312349,100
71.1,Betula pendula,Betulaceae,3,C,1999,11,0.1788,3.2,0.1188,13.5,0.1851,0.24,0.605,0.3153,96.22,0.4941,0.3039,0.798,0.3277,1.6258,120.5805,0.3951,0.6192,0.3808,1.5581,0.124,0.0296,-0.098011713,-0.22568031,2.79,45.59,2.19,20.78,,0.279,0.000245083,39.50924401,22.40676853,23.19626877,14.88771869,100
71.2,Betula pendula,Betulaceae,3,C,1999,16.2,0.3657,6.3,0.4567,22,0.6227,0.32,1.139,0.6057,177.2449,0.9714,1.0794,2.0508,0.3417,0.9,86.4259,0.2954,0.4737,0.5263,1.3635,0.124,0.0445,0.311929697,0.71824467,2.79,45.59,2.19,20.78,,0.279,0.000515299,29.53585217,17.83180324,30.36331386,22.26903073,100
71.3,Betula pendula,Betulaceae,3,C,1999,16,0.2957,4,0.242,17,0.42,0.29,0.696,0.5362,170.98,0.8319,0.662,1.4939,0.3136,1.2567,114.4509,0.3589,0.5569,0.4431,1.7355,0.124,0.0395,0.174326097,0.401400672,2.79,45.59,2.19,20.78,,0.279,0.000345178,35.89330453,19.79361997,28.11403581,16.19903968,100
70.1,Betula pendula,Betulaceae,3,C,1999,25.5,0.6415,2.5,0.4038,22,0.4674,0.42,1.722,0.8217,255.9445,1.4632,0.8712,2.3344,0.321,1.6795,109.6419,0.352,0.6268,0.3732,1.1575,0.124,0.0466,0.368169165,0.847740832,1.42,46.41,2.17,21.42,,0.142,0.000424935,35.19871148,27.48068129,20.02255719,17.29805005,100
70.3,Betula pendula,Betulaceae,3,C,1999,6,0.0409,4.1,0.0354,5,0.0248,0.13,0.09,0.1141,37.1864,0.155,0.0602,0.2152,0.3068,2.5748,172.7987,0.5302,0.7203,0.2797,0.7006,0.124,0.0088,-0.667156519,-1.536184654,1.42,46.41,2.17,21.42,,0.142,5.06E-05,53.02057747,19.00552306,11.52413134,16.44976813,100
57.2,Betula pendula,Betulaceae,3,C,1999,4,0.0262,4.2,0.0239,14,0.0407,0.11,0.112,0.0767,23.34,0.1029,0.0646,0.1675,0.3286,1.5927,139.3515,0.4579,0.6143,0.3857,1.7029,0.124,0.0048,-0.7760107,-1.78683067,,,,,,,3.42E-05,45.78786031,15.64270991,24.29993486,14.26949492,100
81.1,Betula pendula,Betulaceae,3,C,2000,7.8,0.0577,2.5,0.0354,19.5,0.0516,0.135,,0.1751,66.5426,0.2328,0.087,0.3198,0.2632,2.6761,208.0597,0.5476,0.728,0.272,1.4576,0.018,0.0457,-0.49508811,-1.139982501,,,3.08,,0.366,0.366,0.000219519,54.75645348,18.04113776,16.13384244,11.06856632,100
81.2,Betula pendula,Betulaceae,3,C,2000,5.2,0.0493,2.1,0.0221,18,0.0934,0.137,,0.1516,50.0891,0.2009,0.1155,0.3164,0.3027,1.7396,158.295,0.4792,0.635,0.365,4.2262,0.018,0.0455,-0.499723981,-1.150656989,,,3.08,,0.366,0.366,0.000287461,47.91877531,15.58012365,29.51690768,6.984193359,100
81.3,Betula pendula,Betulaceae,3,C,2000,15.3,0.1796,3.5,0.0572,17,0.1633,0.21,,0.5062,174.8795,0.6858,0.2205,0.9063,0.2895,3.1103,192.9541,0.5585,0.7567,0.2433,2.8549,0.018,0.0622,-0.042715127,-0.098355214,,,3.08,,0.366,0.366,0.000322392,55.85478077,19.81624937,18.01778131,6.311188553,100
82.1,Betula pendula,Betulaceae,3,C,2000,13.6,0.1067,3,0.0287,16,0.0682,0.149,,0.2767,111.7048,0.3834,0.0969,0.4803,0.2477,3.9567,232.5702,0.5761,0.7983,0.2017,2.3763,0.018,0.0521,-0.318482309,-0.733332618,,,3.153,,0.349,0.349,0.000224138,57.61032537,22.21502104,14.1992918,5.975361797,100
82.2,Betula pendula,Betulaceae,3,C,2000,12.2,0.136,2.5,0.0505,21,0.0985,0.193,,0.2952,117.5034,0.4312,0.149,0.5802,0.2513,2.8942,202.5107,0.5088,0.7432,0.2568,1.9505,0.018,0.0551,-0.236397648,-0.544325699,,,3.153,,0.349,0.349,0.000272222,50.88179272,23.43886383,16.97594181,8.703401641,100
82.3,Betula pendula,Betulaceae,3,C,2000,15,0.1097,1,0.0165,12.5,0.06,0.148,,0.2408,99.6509,0.3505,0.0765,0.427,0.2416,4.5812,233.3971,0.5639,0.8208,0.1792,3.6364,0.018,0.0503,-0.369614189,-0.851068121,,,3.153,,0.349,0.349,0.000215337,56.38921889,25.69335493,14.05288328,3.864542902,100
69.1,Betula pendula,Betulaceae,3,D,1999,21.5,0.4676,1.5,0.189,18,0.5223,0.33,1.708,0.821,228.21,1.2886,0.7113,1.9999,0.3598,1.8117,114.1083,0.4105,0.6443,0.3557,2.7635,0.124,0.0441,0.301017462,0.693118322,4.71,46.05,2.75,16.77,,0.471,0.000386794,41.05329889,23.38067473,26.11575366,9.450272721,100
69.2,Betula pendula,Betulaceae,3,D,1999,7.5,0.054,4,0.0402,10,0.0482,0.12,0.034,0.0272,5.66,0.0812,0.0884,0.1696,0.4805,0.9185,33.3735,0.1604,0.4788,0.5212,1.199,0.124,0.005,-0.770585577,-1.774338862,4.71,46.05,2.75,16.77,,0.471,0.000148932,16.03552706,31.84046024,28.42055896,23.70345374,100
69.3,Betula pendula,Betulaceae,3,D,1999,2.8,0.0213,4,0.0379,6.5,0.0269,0.15,0.173,0.1424,36.01,0.1637,0.0648,0.2285,0.3955,2.5266,157.5776,0.6232,0.7164,0.2836,0.7098,0.124,0.0097,-0.641071373,-1.476121387,4.71,46.05,2.75,16.77,,0.471,6.16E-05,62.32315537,9.320752505,11.77127899,16.58481314,100
44.1,Betula pendula,Betulaceae,3,D,2000,21.8,0.2827,2.3,0.0706,21.5,0.0373,0.227,,0.6008,251.6287,0.8835,0.1079,0.9914,0.2388,,253.802,0.606,0.8912,0.1088,0.5283,0.018,0.0636,-0.003734909,-0.008599946,,,3.241,,0.381,0.381,0.000250713,60.60263756,28.51416888,3.762216127,7.120977441,100
44.2,Betula pendula,Betulaceae,3,D,2000,6.2,0.0353,1.2,0.0091,16.5,0.1825,0.107,,0.0716,28.0891,0.1069,0.1916,0.2985,0.2548,0.5577,94.1135,0.2398,0.358,0.642,,0.018,0.0446,-0.525114053,-1.209119791,,,3.241,,0.381,0.381,0.000473637,23.97637936,11.82738567,61.14724887,3.048986108,100
44.3,Betula pendula,Betulaceae,3,D,2000,20.5,0.2287,2,0.0398,19.5,0.1477,0.202,,0.5351,229.2084,0.7638,0.1875,0.9513,0.2335,4.0736,240.9433,0.5625,0.8029,0.1971,3.7111,0.018,0.063,-0.021684347,-0.049930055,,,3.241,,0.381,0.381,0.00026137,56.24915724,24.04088837,15.52618807,4.183766318,100
48.1,Betula pendula,Betulaceae,3,D,2000,17,0.1461,2.7,0.0424,25,0.0989,0.157,,0.3897,151.2857,0.5358,0.1413,0.6771,0.2576,3.7918,223.4379,0.5755,0.7913,0.2087,2.3325,0.018,0.0576,-0.169359012,-0.389963537,,,3.071,,0.327,0.327,0.000257692,57.55311974,21.5779026,14.60680744,6.262170227,100
48.2,Betula pendula,Betulaceae,3,D,2000,9.2,0.0906,1.5,0.0386,20,0.0855,0.159,,0.223,81.9744,0.3136,0.1241,0.4377,0.272,2.5269,187.2876,0.5095,0.7165,0.2835,2.215,0.018,0.0507,-0.358830691,-0.8262382,,,3.071,,0.327,0.327,0.000270456,50.94732052,20.69945394,19.53425289,8.81897265,100
48.3,Betula pendula,Betulaceae,3,D,2000,10.8,0.1714,3.5,0.0976,22,0.2131,0.206,,0.4179,136.1504,0.5893,0.3107,0.9,0.3069,1.8966,151.2848,0.4643,0.6548,0.3452,2.1834,0.018,0.0621,-0.045776277,-0.105403773,,,3.071,,0.327,0.327,0.000410451,46.43101613,19.04526827,23.67880204,10.84491356,100
85.1,Betula pendula,Betulaceae,4,A,1999,5.1,0.0294,3,0.035,16,0.0812,0.13,0.1292,0.0597,26.13,0.0891,0.1162,0.2053,0.2283,0.7664,127.3035,0.2906,0.4339,0.5661,2.32,0.124,0.008,-0.687701038,-1.583490157,5.15,43.84,1.37,31.97,,0.515,6.28E-05,29.06469956,14.32347413,39.5600714,17.05175491,100
85.2,Betula pendula,Betulaceae,4,A,1999,8.2,0.056,3.7,0.0426,17,0.0905,0.15,0.202,0.0867,34.47,0.1427,0.1331,0.2758,0.2515,1.072,124.992,0.3143,0.5174,0.4826,2.1244,0.124,0.0127,-0.559440982,-1.288160465,5.15,43.84,1.37,31.97,,0.515,0.000101507,31.43025879,20.30621633,32.81629603,15.44722885,100
